SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,TONS,BURN_STATUS
200039,2018-03-27,6,5,Three Forks TEST,Broadcast,AirSci Member,45.89766,-111.59362,489.25,Complete
200041,2018-03-29,5,0,Preseason Webinar Sample,Broadcast,AirSci Member,47.51079,-112.38464,0,Unknown
200041,2018-06-20,0,0,Preseason Webinar Sample,Broadcast,AirSci Member,47.51079,-112.38464,0,Incomplete
200041,2018-11-02,30,0,Preseason Webinar Sample,Broadcast,AirSci Member,47.51079,-112.38464,0,Incomplete
200039,2018-11-02,20,0,Three Forks TEST,Broadcast,AirSci Member,45.89766,-111.59362,0,Unknown
200041,2019-02-05,20,0,Preseason Webinar Sample,Broadcast,AirSci Member,47.51079,-112.38464,0,Unknown
200235,2019-03-15,20,0,TEST,Broadcast,AirSci Member,45.34829,-111.4508,0,Unknown
200235,2019-06-12,1,0,TEST,Broadcast,AirSci Member,45.34829,-111.4508,0,Unknown
200235,2019-06-15,20,0,TEST,Broadcast,AirSci Member,45.34829,-111.4508,0,Incomplete
200235,2019-06-17,5,0,TEST,Broadcast,AirSci Member,45.34829,-111.4508,0,Incomplete
160362,2010-04-16,75,0,Polson CAR,Unspecified,Bureau of Indian Affairs,47.7823,-114.145,0,Incomplete
10079,2004-11-17,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2004-11-19,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2005-11-28,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2005-11-29,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2005-11-30,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
154929,2005-12-12,200,30,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,240,Complete
154929,2005-12-13,200,30,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,240,Complete
154929,2005-12-14,200,0,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,0,Unknown
154929,2005-12-15,170,10,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,80,Complete
154929,2005-12-16,170,0,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,0,Unknown
154929,2005-12-19,130,130,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,1040,Complete
154929,2007-02-20,1,0,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,0,Unknown
154929,2007-03-01,1,1,Swain Hand Piles,Hand Piles,Bureau of Land Management,45.8061,-106.174,8,Complete
156676,2007-12-10,100,0,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,0,Unknown
156676,2008-01-22,100,30,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,210,Complete
156676,2008-01-23,404,20,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,140,Complete
156676,2008-01-24,404,0,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,0,Unknown
156676,2008-01-28,100,20,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,140,Complete
156676,2008-01-29,100,25,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,175,Complete
156676,2008-02-05,40,50,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,350,Complete
156676,2008-12-16,259,10,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,70,Complete
160553,2008-12-17,120,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
156676,2008-12-17,249,0,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,0,Unknown
160553,2010-01-19,10,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-01-20,10,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-01-21,10,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-01-25,10,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-01-26,10,3,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,21,Complete
160553,2010-01-27,10,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-02-16,7,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-02-17,7,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-02-19,7,3,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,21,Complete
161584,2010-05-17,200,100,Garrison 1 and 2,Broadcast,Bureau of Land Management,45.9671,-112.602,178,Complete
159624,2010-10-19,8,8,Terry Bench,Range,Bureau of Land Management,46.7078,-105.332,3.76,Complete
10079,2010-11-16,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2010-11-17,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
160553,2010-11-17,50,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-11-18,50,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-11-19,50,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160686,2010-11-29,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2010-11-29,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
160553,2010-11-30,3,3,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,21,Complete
160553,2010-12-01,3,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
160553,2010-12-02,3,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
156676,2011-01-26,199,0,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,0,Unknown
156676,2011-03-01,60,60,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,420,Complete
165389,2011-04-28,80,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
161584,2011-05-12,150,0,Garrison 1 and 2,Broadcast,Bureau of Land Management,45.9671,-112.602,0,Unknown
161584,2011-05-13,150,0,Garrison 1 and 2,Broadcast,Bureau of Land Management,45.9671,-112.602,0,Unknown
161585,2011-05-17,200,0,"Garrison 4,5,6",Broadcast,Bureau of Land Management,45.5161,-112.596,0,Unknown
161585,2011-05-18,200,0,"Garrison 4,5,6",Broadcast,Bureau of Land Management,45.5161,-112.596,0,Unknown
161585,2011-06-05,400,400,"Garrison 4,5,6",Broadcast,Bureau of Land Management,45.5161,-112.596,712,Complete
165389,2011-08-18,40,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-08-19,40,40,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,808,Complete
165389,2011-08-23,20,20,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,404,Complete
159624,2011-09-07,5,5,Terry Bench,Range,Bureau of Land Management,46.7078,-105.332,2.3499999999999996,Complete
165389,2011-09-12,618,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-09-13,618,23,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,464.59999999999997,Complete
165389,2011-09-15,20,12,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,242.39999999999998,Complete
165389,2011-09-16,20,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-09-17,10,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-09-18,10,15,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,303,Complete
165389,2011-09-26,583,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-09-27,583,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-09-28,583,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-10-03,583,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-10-04,583,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-10-05,583,0,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,0,Unknown
165389,2011-10-14,578,578,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,11675.6,Complete
10079,2011-10-25,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
10079,2011-10-27,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
159624,2011-10-31,1,1,Terry Bench,Range,Bureau of Land Management,46.7078,-105.332,0.47,Complete
10079,2011-11-03,1,1,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,10,Complete
156676,2012-01-20,10,10,Pine Hills,Hand Piles,Bureau of Land Management,46.3764,-105.657,70,Complete
165389,2012-01-23,10,10,Miller Creek,Broadcast,Bureau of Land Management,46.029,-106.159,202,Complete
160553,2012-02-28,11,11,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,77,Complete
160553,2012-02-29,11,0,Ekalaka Piles,Hand Piles,Bureau of Land Management,45.8101,-104.461,0,Unknown
163742,2012-03-14,15,0,Matthews,Broadcast,Bureau of Land Management,46.5022,-105.7339,0,Unknown
163742,2012-03-15,15,0,Matthews,Broadcast,Bureau of Land Management,46.5022,-105.7339,0,Unknown
165795,2012-03-21,1,0,Holter dam  Rec Site,Hand Piles,Bureau of Land Management,46.99368,-112.01398,0,Unknown
163742,2012-03-22,15,15,Matthews,Broadcast,Bureau of Land Management,46.5022,-105.7339,942.75,Complete
165794,2012-03-27,1,0,Holter lake,Hand Piles,Bureau of Land Management,46.99596,-111.99003,0,Unknown
165795,2012-03-27,1,0,Holter dam  Rec Site,Hand Piles,Bureau of Land Management,46.99368,-112.01398,0,Unknown
165794,2012-04-17,1,0,Holter lake,Hand Piles,Bureau of Land Management,46.99596,-111.99003,0,Unknown
165795,2012-04-17,1,0,Holter dam  Rec Site,Hand Piles,Bureau of Land Management,46.99368,-112.01398,0,Unknown
160686,2012-11-13,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
168294,2012-11-13,50,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
168294,2012-11-14,50,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
160686,2012-11-14,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
168294,2012-11-15,50,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
160686,2012-11-15,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
168294,2012-11-19,50,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
160686,2012-11-30,1,1,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,10,Complete
165794,2013-01-29,1,0,Holter lake,Hand Piles,Bureau of Land Management,46.99596,-111.99003,0,Unknown
165795,2013-01-29,1,0,Holter dam  Rec Site,Hand Piles,Bureau of Land Management,46.99368,-112.01398,0,Unknown
165794,2013-01-30,1,1,Holter lake,Hand Piles,Bureau of Land Management,46.99596,-111.99003,5,Complete
165795,2013-01-30,1,0,Holter dam  Rec Site,Hand Piles,Bureau of Land Management,46.99368,-112.01398,0,Unknown
168839,2013-03-14,133,100,Pumpkin Creek,Broadcast,Bureau of Land Management,46.2159,-105.644,110.00000000000001,Complete
168787,2013-03-18,2,2,Clark,Range,Bureau of Land Management,46.8965,-105.693,0.6,Complete
168839,2013-04-02,60,60,Pumpkin Creek,Broadcast,Bureau of Land Management,46.2159,-105.644,66,Complete
168790,2013-04-28,800,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-01,875,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-03,100,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-04,900,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-05,100,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-06,900,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-07,500,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-08,875,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2013-05-09,500,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
160686,2013-11-20,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
168294,2013-11-20,50,10,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,2000,Complete
168294,2014-03-13,20,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
170495,2014-04-13,2363,0,Tin Can Unit E Rx,Understory,Bureau of Land Management,47.1354,-108.122,0,Unknown
170495,2014-04-14,2363,0,Tin Can Unit E Rx,Understory,Bureau of Land Management,47.1354,-108.122,0,Unknown
170495,2014-04-15,2363,0,Tin Can Unit E Rx,Understory,Bureau of Land Management,47.1354,-108.122,0,Unknown
168790,2014-04-19,2400,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2014-04-20,2400,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
168790,2014-04-21,2400,1875,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,21000,Complete
170495,2014-04-22,2363,0,Tin Can Unit E Rx,Understory,Bureau of Land Management,47.1354,-108.122,0,Unknown
168790,2014-04-22,2400,0,Rich,Broadcast,Bureau of Land Management,47.2511,-107.804,0,Unknown
170632,2014-05-06,1,0,Alder Creek,Dozer Piles,Bureau of Land Management,45.8222,-113.03,0,Unknown
170532,2014-05-14,250,2,Needmore/Russell,Broadcast,Bureau of Land Management,45.8082,-104.463,40.4,Complete
170532,2014-10-20,100,100,Needmore/Russell,Broadcast,Bureau of Land Management,45.8082,-104.463,2020,Complete
160686,2014-11-12,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
160686,2014-11-13,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
171177,2014-11-13,40,40,Marcum Piles,Landings,Bureau of Land Management,46.9641,-112.911,8000,Complete
168294,2014-11-13,40,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
10079,2014-11-24,1,1,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,10,Complete
168294,2014-11-24,10,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
168294,2014-11-26,10,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
172166,2014-12-08,1,0,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,0,Unknown
172166,2014-12-16,1,1,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,75,Complete
172166,2015-01-06,2,0,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,0,Unknown
172166,2015-01-07,2,0,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,0,Unknown
172166,2015-01-08,2,0,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,0,Unknown
170531,2015-01-13,40,28,BLISS PILES,Wildlife Habitat,Bureau of Land Management,45.0615,-106,196,Complete
172166,2015-01-14,2,0,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,0,Unknown
172166,2015-01-20,2,1,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,75,Complete
172166,2015-01-22,2,2,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,150,Complete
172166,2015-01-23,2,0,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,0,Unknown
170531,2015-02-06,12,12,BLISS PILES,Wildlife Habitat,Bureau of Land Management,45.0615,-106,84,Complete
171136,2015-03-11,100,75,Dickie Hills,Broadcast,Bureau of Land Management,45.8426,-113.028,2163.75,Complete
171136,2015-03-12,100,0,Dickie Hills,Broadcast,Bureau of Land Management,45.8426,-113.028,0,Unknown
171137,2015-03-12,100,0,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,0,Unknown
171136,2015-03-13,150,75,Dickie Hills,Broadcast,Bureau of Land Management,45.8426,-113.028,2163.75,Complete
171137,2015-03-19,75,5,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,144.25,Complete
171135,2015-03-20,100,0,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,0,Unknown
171137,2015-03-20,150,100,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,2885,Complete
171137,2015-03-21,150,0,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,0,Unknown
171135,2015-03-21,200,0,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,0,Unknown
171135,2015-03-22,150,0,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,0,Unknown
171137,2015-03-24,100,100,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,2885,Complete
171135,2015-03-26,100,100,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,2885,Complete
171135,2015-03-27,100,50,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,1442.5,Complete
171136,2015-03-28,100,100,Dickie Hills,Broadcast,Bureau of Land Management,45.8426,-113.028,2885,Complete
171135,2015-03-28,100,0,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,0,Unknown
171136,2015-03-29,100,0,Dickie Hills,Broadcast,Bureau of Land Management,45.8426,-113.028,0,Unknown
171136,2015-03-30,100,0,Dickie Hills,Broadcast,Bureau of Land Management,45.8426,-113.028,0,Unknown
171135,2015-03-30,100,0,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,0,Unknown
168839,2015-03-30,145,0,Pumpkin Creek,Broadcast,Bureau of Land Management,46.2159,-105.644,0,Unknown
168839,2015-04-09,150,150,Pumpkin Creek,Broadcast,Bureau of Land Management,46.2159,-105.644,165,Complete
168839,2015-04-10,150,0,Pumpkin Creek,Broadcast,Bureau of Land Management,46.2159,-105.644,0,Unknown
172198,2015-04-17,37,0,Marcum HF4,Broadcast,Bureau of Land Management,46.9652,-112.942,0,Unknown
172198,2015-04-18,37,0,Marcum HF4,Broadcast,Bureau of Land Management,46.9652,-112.942,0,Unknown
172199,2015-04-23,37,20,Marcum HF5,Broadcast,Bureau of Land Management,46.9599,-112.91,577,Complete
172199,2015-04-24,37,0,Marcum HF5,Broadcast,Bureau of Land Management,46.9599,-112.91,0,Unknown
172199,2015-04-25,37,0,Marcum HF5,Broadcast,Bureau of Land Management,46.9599,-112.91,0,Unknown
171135,2015-05-04,50,50,"Hariot Lou, Deno Cr",Broadcast,Bureau of Land Management,45.7732,-113.003,1442.5,Complete
171137,2015-05-26,50,0,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,0,Unknown
171137,2015-05-28,50,0,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,0,Unknown
171137,2015-06-01,50,0,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,0,Unknown
171137,2015-06-02,50,50,Cline Gulch,Broadcast,Bureau of Land Management,45.8208,-112.97,1442.5,Complete
172199,2015-09-24,17,17,Marcum HF5,Broadcast,Bureau of Land Management,46.9599,-112.91,490.45000000000005,Complete
173609,2015-09-30,400,400,Keystone Ranch,Range,Bureau of Land Management,46.5939,-104.869,236,Complete
168294,2015-11-03,20,20,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,4000,Complete
168294,2015-11-04,10,0,Copper Creek Timber Sale,Landings,Bureau of Land Management,46.4938,-113.407,0,Unknown
10079,2015-11-09,1,0,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,0,Unknown
173122,2015-11-09,30,0,"Marcum Piles S1, S2",Landings,Bureau of Land Management,46.9617,-112.932,0,Unknown
170632,2015-11-09,1,0,Alder Creek,Dozer Piles,Bureau of Land Management,45.8222,-113.03,0,Unknown
172166,2015-11-09,1,1,Tie Creek Landings,Dozer Piles,Bureau of Land Management,45.828,-113.047,75,Complete
173127,2015-11-09,40,0,Fred Burr ROW piles,Rights of Way,Bureau of Land Management,46.286,-113.284,0,Unknown
10079,2015-11-10,1,1,Garnet Ghost Town Pile,Other Mechanical,Bureau of Land Management,46.8244,-113.323,10,Complete
173122,2015-11-10,30,20,"Marcum Piles S1, S2",Landings,Bureau of Land Management,46.9617,-112.932,4000,Complete
173127,2015-11-10,40,20,Fred Burr ROW piles,Rights of Way,Bureau of Land Management,46.286,-113.284,4000,Complete
173124,2015-11-19,27,27,Chamberlain F7,Hand Piles,Bureau of Land Management,46.9303,-113.262,5400,Complete
173666,2015-11-24,10,0,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,0,Unknown
173965,2015-12-08,1,1,Yank Swamp,Landings,Bureau of Land Management,45.5559,-113.667,80,Complete
172167,2015-12-08,4,0,Lindsey Unit,Dozer Piles,Bureau of Land Management,46.46,-111.975,0,Unknown
171990,2015-12-09,3,1,Henneberry Ditch Piles,Hand Piles,Bureau of Land Management,45.073,-112.801,5,Complete
172167,2015-12-10,3,0,Lindsey Unit,Dozer Piles,Bureau of Land Management,46.46,-111.975,0,Unknown
172167,2015-12-15,3,2,Lindsey Unit,Dozer Piles,Bureau of Land Management,46.46,-111.975,100,Complete
173749,2015-12-15,25,15,Green Mountain FY16,Hand Piles,Bureau of Land Management,45.5614,-110.187,225,Complete
172167,2015-12-16,3,0,Lindsey Unit,Dozer Piles,Bureau of Land Management,46.46,-111.975,0,Unknown
173749,2015-12-16,25,25,Green Mountain FY16,Hand Piles,Bureau of Land Management,45.5614,-110.187,375,Complete
173754,2015-12-18,1,1,Sundance FY16,Wildlife Habitat,Bureau of Land Management,45.6477,-108.722,0.59,Complete
173752,2015-12-18,2,0,Pompeys Pillar FY16,Wildlife Habitat,Bureau of Land Management,45.9936,-108.002,0,Unknown
173753,2016-01-05,30,30,Mill Creek FY16,Hand Piles,Bureau of Land Management,46.2031,-107.933,450,Complete
171990,2016-01-06,1,1,Henneberry Ditch Piles,Hand Piles,Bureau of Land Management,45.073,-112.801,5,Complete
173750,2016-01-07,25,25,Silverspur FY16,Hand Piles,Bureau of Land Management,46.4212,-108.67,375,Complete
173752,2016-01-12,5,5,Pompeys Pillar FY16,Wildlife Habitat,Bureau of Land Management,45.9936,-108.002,2.9499999999999997,Complete
173653,2016-01-14,60,0,Limekiln Piles FY 16,Landings,Bureau of Land Management,47.144,-109.336,0,Unknown
173653,2016-01-21,60,0,Limekiln Piles FY 16,Landings,Bureau of Land Management,47.144,-109.336,0,Unknown
171990,2016-01-22,1,1,Henneberry Ditch Piles,Hand Piles,Bureau of Land Management,45.073,-112.801,5,Complete
174018,2016-02-04,2,1,Clancy North,Dozer Piles,Bureau of Land Management,46.4986,-111.991,50,Complete
173666,2016-03-04,3,1,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,1.78,Complete
174091,2016-03-05,611,398,BOBCAT,Broadcast,Bureau of Land Management,45.282,-105.664,8039.5999999999995,Complete
174091,2016-03-06,611,2,BOBCAT,Broadcast,Bureau of Land Management,45.282,-105.664,40.4,Complete
173654,2016-03-10,600,600,Mooney Coulee,Wildlife Habitat,Bureau of Land Management,48.3718,-106.712,750,Complete
173666,2016-03-21,1,1,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,1.78,Complete
173666,2016-03-22,1,1,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,1.78,Complete
167183,2016-04-01,70,0,Smart Creek East,Broadcast,Bureau of Land Management,46.486,-113.249,0,Unknown
173666,2016-04-01,30,0,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,0,Unknown
173385,2016-04-01,70,70,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,1414,Complete
174122,2016-04-01,60,0,Jimmie New,Broadcast,Bureau of Land Management,45.825,-112.95,0,Unknown
167183,2016-04-02,70,0,Smart Creek East,Broadcast,Bureau of Land Management,46.486,-113.249,0,Unknown
173666,2016-04-02,30,2,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,3.56,Complete
174122,2016-04-02,60,40,Jimmie New,Broadcast,Bureau of Land Management,45.825,-112.95,71.2,Complete
174118,2016-04-02,50,30,"Black Canyon 1,2,3",Broadcast,Bureau of Land Management,44.8774,-113.344,606,Complete
173385,2016-04-02,70,0,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,0,Unknown
174122,2016-04-03,60,0,Jimmie New,Broadcast,Bureau of Land Management,45.825,-112.95,0,Unknown
174118,2016-04-03,50,5,"Black Canyon 1,2,3",Broadcast,Bureau of Land Management,44.8774,-113.344,101,Complete
173385,2016-04-03,70,0,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,0,Unknown
167183,2016-04-03,70,0,Smart Creek East,Broadcast,Bureau of Land Management,46.486,-113.249,0,Unknown
167183,2016-04-04,70,0,Smart Creek East,Broadcast,Bureau of Land Management,46.486,-113.249,0,Unknown
173385,2016-04-04,70,0,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,0,Unknown
173385,2016-04-06,76,0,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,0,Unknown
173666,2016-04-07,50,50,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,89,Complete
173385,2016-04-07,76,76,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,1535.2,Complete
173385,2016-04-08,70,0,Chamberlain F12,Broadcast,Bureau of Land Management,46.992,-113.327,0,Unknown
173666,2016-04-08,50,25,Key Lake,Broadcast,Bureau of Land Management,44.8187,-113.063,44.5,Complete
174118,2016-04-08,50,50,"Black Canyon 1,2,3",Broadcast,Bureau of Land Management,44.8774,-113.344,1010,Complete
174122,2016-04-09,80,60,Jimmie New,Broadcast,Bureau of Land Management,45.825,-112.95,106.8,Complete
174118,2016-04-09,100,50,"Black Canyon 1,2,3",Broadcast,Bureau of Land Management,44.8774,-113.344,1010,Complete
