SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
PNF0337P,2018-12-14,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.483665834678646,-112.46913354492187,Complete
COF0224P,2018-12-14,100,100,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.196,-111.731,Complete
KNF0319P,2018-12-14,7,0,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.74405871885462,-112.25752575683595,Incomplete
PNF0337P,2018-12-15,20,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.4881936589664,-112.47531335449219,Complete
PNF0337P,2018-12-16,20,4,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.517406363516066,-112.55024354553223,Complete
NPS1201(WACA)P,2018-12-17,10,10,Flagstaff Monument Piles,Pile,"National Park Service, NA, Flagstaff Monument",35.17584935422308,-111.51205731201173,Complete
PNF0337P,2018-12-17,20,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.522568803394236,-112.54878442382812,Complete
ADOT US60 Piles,2018-12-18,1,1,US60 MP 117.1 Piles,NA,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",33.8878687312918,-112.664315032959,Complete
NPS1201(WACA)P,2018-12-18,10,10,Flagstaff Monument Piles,Pile,"National Park Service, NA, Flagstaff Monument",35.17591951115014,-111.51282978820802,Complete
PNF0337P,2018-12-18,15,10,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.543023065994916,-112.56263234417327,Complete
AZS1601P,2018-12-19,1,1,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.194,-111.56591000000003,Complete
XXH1706B,2018-12-19,20,20,Fortwide RX,Broadcast,"Department of Defense, NA, Ft Huachuca",31.597016523052904,-110.44004861450196,Complete
NPS1201(WACA)P,2018-12-19,10,10,Flagstaff Monument Piles,Pile,"National Park Service, NA, Flagstaff Monument",35.1762001382531,-111.51240063476564,Complete
PNF0337P,2018-12-19,10,10,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.523,-112.54878442382812,Complete
ADOT1406P,2018-12-20,1,1,Chino Valley Yard,Pile,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",34.77124217721084,-112.45246908187869,Complete
KNF0319P,2018-12-20,10,10,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.706388100879714,-112.22039436658474,Complete
NPS1201(WACA)P,2018-12-21,5,5,Flagstaff Monument Piles,Pile,"National Park Service, NA, Flagstaff Monument",35.17620013825321,-111.50536251831056,Complete
AZS1601P,2018-12-28,100,50,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.231,-112.22500000000002,Complete
AZS1601P,2019-01-04,50,0,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.23231300604586,-112.219073135376,Incomplete
AZS1601P,2019-01-04,30,0,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.17627722279853,-111.58298190307619,Incomplete
AZS1601P,2019-01-07,50,50,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.23168202983351,-112.21847232055666,Complete
AZS1601P,2019-01-07,30,0,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.1756107324795,-111.58740218353273,Incomplete
ADOT1508P,2019-01-07,1,1,Wikieup Yard,Pile,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",34.70554396976849,-113.61250611114502,Complete
AZS1601P,2019-01-08,30,30,Northern District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northern District",35.17319027431505,-111.58555682373049,Complete
XXH1501PP,2019-01-17,1,1,Fort Piles 19,Pile,"Department of Defense, NA, Ft Huachuca",31.55745587654734,-110.42071081542969,Complete
ADOT1602NEP,2019-01-24,5,2,US 60 / SR 61 Pile,Pile,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",34.27495067961715,-109.77481494140625,Complete
ADOT1602NEP,2019-01-25,5,3,US 60 / SR 61 Pile,Pile,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",34.271687833410525,-109.74470031738281,Complete
XXH1707B,2019-01-28,1,1,Fort wide 19,Broadcast,"Department of Defense, NA, Ft Huachuca",31.54539300753723,-110.31489117431641,Complete
ASF140P,2019-01-30,5,5,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.787090135285716,-109.07565632629394,Complete
KNF0319P,2019-01-30,2,2,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.94057869105577,-112.51398785400391,Complete
CNF0410P,2019-01-31,20,10,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.631390753054035,-109.82273608398441,Complete
TNF0401P,2019-01-31,1,1,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.25111658768673,-111.20027026367188,Complete
TNF0401P,2019-01-31,1,1,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.35994766429744,-111.40528638735412,Complete
TNF0401P,2019-01-31,1,1,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.06845881747342,-110.98149911272338,Complete
KNF0319P,2019-01-31,100,100,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.72644966149503,-112.24173291015626,Complete
CNF0410P,2019-02-01,20,4,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.63196901457046,-109.82136279296878,Complete
KNF0319P,2019-02-01,231,231,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.733053531331805,-112.26095898437501,Complete
KNF0128P,2019-02-01,383,350,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.30605001659549,-111.97028808593751,Complete
PNF0337P,2019-02-02,300,300,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.48005754873338,-112.35386293029785,Complete
CNF0410P,2019-02-02,20,0,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.63149750724549,-109.82048791503905,Incomplete
PNF0337P,2019-02-03,300,17,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.48805216817788,-112.35635202026367,Complete
CRD-0015dP,2019-02-04,10,10,CRD Misc Piles (Mittry),Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",32.8234847530618,-114.4837968826294,Complete
COF0224P,2019-02-04,1,1,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.16234870886375,-111.66477075195314,Complete
CNF0410P,2019-02-04,20,14,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.649893267887855,-109.85638171386722,Complete
KNF0128P,2019-02-04,255,80,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.30605001659549,-111.97028808593751,Complete
ASF0772P,2019-02-04,50,1,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.12081062556756,-109.9084083328247,Complete
COF0224P,2019-02-04,200,103,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.195685991399465,-111.72437159460412,Complete
KNF0133P,2019-02-04,460,32,South Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.199921116555615,-112.16580886840819,Complete
CRD-0015dP,2019-02-05,5,5,CRD Misc Piles (Mittry),Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",32.8234847530618,-114.4837968826294,Complete
TNF0611P,2019-02-05,2,1,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.761,-111.23399999999998,Complete
KNF0128P,2019-02-05,300,0,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.29822469169726,-111.96794006347659,Incomplete
COF0224P,2019-02-05,1,1,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.28449052604625,-111.72296395874025,Complete
ASF0772P,2019-02-05,50,50,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.123972536468074,-109.90321557617187,Complete
TNF203P,2019-02-05,1,1,Globe Piles,Pile,"U.S. Forest Service, NA, Globe",33.391,-110.74833100000001,Complete
CNF0112P,2019-02-05,5,2,Douglas Piles (Rustler Park),Pile,"U.S. Forest Service, Coronado, Douglas",31.905,-109.279,Complete
CNF0410P,2019-02-05,20,0,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.655674518844464,-109.8659947509766,Incomplete
A3S305P,2019-02-06,10,10,Gila River P,Pile,"Arizona Department of Forestry and Fire Management, NA, Southeast District",33.065825297348134,-109.99283485412599,Complete
CRD0017PP,2019-02-06,20,2,North Hualapai Piles,Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35.102947307098056,-113.88877563476564,Complete
ASF0772P,2019-02-06,50,0,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.119460560175135,-109.91085450744629,Incomplete
CNF0112P,2019-02-06,5,1,Douglas Piles (Rustler Park),Pile,"U.S. Forest Service, Coronado, Douglas",31.905,-109.279,Complete
A3S305P,2019-02-07,10,8,Gila River P,Pile,"Arizona Department of Forestry and Fire Management, NA, Southeast District",33.065825297348134,-109.99283485412599,Complete
COF0224P,2019-02-07,93,93,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.952133508317296,-111.67191186628213,Complete
CNF0410P,2019-02-07,1,1,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.63529394576902,-109.82187777709964,Complete
TNF0405P,2019-02-11,7,7,Payson,Pile,"U.S. Forest Service, NA, Payson",34.27494899020067,-111.32594531249998,Complete
CNF0520P,2019-02-11,50,15,Santa Catalina District Wide Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.42850679152476,-110.75514196777345,Complete
ASF0772P,2019-02-11,50,50,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.119780314452775,-109.91368692016601,Complete
XXH1501PP,2019-02-12,5,2,Fort Piles 19,Pile,"Department of Defense, NA, Ft Huachuca",31.467087132327727,-110.38277365112305,Complete
TNF302P,2019-02-12,75,35,Vista Verde,Pile,"U.S. Forest Service, NA, Mesa",33.77389855913569,-111.75056152343751,Complete
ASF0772P,2019-02-12,2,2,Lakeside Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.22718474792099,-110.03857057189941,Complete
TNF0611P,2019-02-12,2,2,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.761,-111.23399999999998,Complete
PNF0337P,2019-02-12,30,30,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.49463123590946,-112.54818360900879,Complete
COF0224P,2019-02-12,31,31,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.23046790299435,-111.61272302036548,Complete
TNF0405P,2019-02-12,26,26,Payson,Pile,"U.S. Forest Service, NA, Payson",34.27029048161781,-111.32495654129235,Complete
CNF0520P,2019-02-12,15,0,Santa Catalina District Wide Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.40821953070382,-110.72080969238283,Incomplete
CNF0520P,2019-02-12,50,0,Santa Catalina District Wide Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.43024548731354,-110.75582861328127,Incomplete
AZ-HVR-FY19-01 P,2019-02-13,25,25,AZ-HVR-FY19-RX-Pile Burn,Pile,"U.S. Fish & Wildlife Service, NA, Havasu",34.78973001894936,-114.53593902587892,Complete
ASF0701B,2019-02-13,20,20,Marsh Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.29344967472562,-110.0354317779541,Complete
KNF0128P,2019-02-13,191,191,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.30605001659549,-111.97028808593751,Complete
TNF203P,2019-02-13,1,1,Globe Piles,Pile,"U.S. Forest Service, NA, Globe",33.391,-110.74833100000001,Complete
TNF302P,2019-02-13,50,40,Vista Verde,Pile,"U.S. Forest Service, NA, Mesa",33.77389855913569,-111.75056152343751,Complete
PNF0337P,2019-02-13,30,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.4914478808516,-112.55187432861328,Complete
TNF302P,2019-02-14,30,0,Vista Verde,Pile,"U.S. Forest Service, NA, Mesa",33.77389855913569,-111.75056152343751,Incomplete
CNF0410P,2019-02-14,1,0,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.662936685551706,-109.79518443298343,Incomplete
XXH1501PP,2019-02-19,3,1,Fort Piles 19,Pile,"Department of Defense, NA, Ft Huachuca",31.47360245690319,-110.3693840637207,Complete
AZ-IMR-FY19-RX-P1 P,2019-02-19,0.25,0,AZ-IMR-FY19-RX P1,Pile,"U.S. Fish & Wildlife Service, NA, Imperial",32.99850914166635,-114.49014835357667,Incomplete
A2S1602P,2019-02-20,75,1,Northeast District Programmatic Piles,Pile,"Arizona Department of Forestry and Fire Management, NA, Northeast District",34.12062406885437,-109.49177819824217,Complete
XXH1501PP,2019-02-20,3,2,Fort Piles 19,Pile,"Department of Defense, NA, Ft Huachuca",31.457715982838113,-110.37788130187988,Complete
ASF629P,2019-02-20,51,51,East Zone Piles (Springerville),Pile,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.06010745024765,-109.47124998519848,Complete
CNF113P,2019-02-20,5,3,Douglas District Wide Piles,Pile,"U.S. Forest Service, Coronado, Douglas",31.937,-109.96100000000001,Complete
AZ-IMR-FY19-RX-P1 P,2019-02-21,0.25,0,AZ-IMR-FY19-RX P1,Pile,"U.S. Fish & Wildlife Service, NA, Imperial",32.99850914166635,-114.49014835357667,Incomplete
XXH1501PP,2019-02-25,3,2,Fort Piles 19,Pile,"Department of Defense, NA, Ft Huachuca",31.526776121907837,-110.38103404235841,Complete
AZ-IMR-FY19-RX-01 B,2019-02-25,25,25,AZ-IMR-FY19-RX Field 21,Broadcast,"U.S. Fish & Wildlife Service, NA, Imperial",32.983283024291666,-114.49289493560792,Complete
XXH1501PP,2019-02-26,3,0,Fort Piles 19,Pile,"Department of Defense, NA, Ft Huachuca",31.453103275815167,-110.37676550292969,Incomplete
ASF629P,2019-02-26,1,1,East Zone Piles (Springerville),Pile,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.03129022992658,-109.45947401893045,Complete
A3S305P,2019-02-27,9,0,Gila River P,Pile,"Arizona Department of Forestry and Fire Management, NA, Southeast District",33.065825297348134,-109.99283485412599,Incomplete
ASF140P,2019-02-27,5,5,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.85432344076534,-109.09053722190856,Complete
TNF203P,2019-02-27,1,1,Globe Piles,Pile,"U.S. Forest Service, NA, Globe",33.391,-110.74833100000001,Complete
XXH1707B,2019-02-28,60,60,Fort wide 19,Broadcast,"Department of Defense, NA, Ft Huachuca",31.555486766877593,-110.38063748168946,Complete
ASF140P,2019-02-28,100,100,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.83843573063171,-109.1059974746704,Complete
A3S306P,2019-03-04,9,0,Pima Bridge P,Pile,"Arizona Department of Forestry and Fire Management, NA, Southeast District",32.91392240091609,-109.82949905395509,Incomplete
CNF413B,2019-03-04,500,800,Four Mile,Broadcast,"U.S. Forest Service, Coronado, Safford",32.707918181914565,-110.42367297363285,Complete
AZBAR-FY19-RX-SouthBorderBPB,2019-03-05,915,0,South Border,Broadcast,"U.S. Fish & Wildlife Service, Buenos Aires, Buenos Aires",31.475,-111.49850000000004,Incomplete
AZ-BAR-FY19-RX-East Gate BPB,2019-03-05,808,808,AZ-BAR-FY19-RX-East Gate BP,Broadcast,"U.S. Fish & Wildlife Service, Buenos Aires, Buenos Aires",31.48009386993062,-111.51710205078126,Complete
TNF0611P,2019-03-05,1,1,Misc. Piles,Pile,"U.S. Forest Service, NA, Tonto Basin",33.761,-111.23399999999998,Complete
CNF413B,2019-03-05,1000,2000,Four Mile,Broadcast,"U.S. Forest Service, Coronado, Safford",32.71355499247965,-110.4131524658203,Complete
CNF306B,2019-03-05,1160,1160,Border one,Broadcast,"U.S. Forest Service, Coronado, Sierra Vista",31.34062066040309,-110.2941864013672,Complete
CNF306B,2019-03-06,500,0,Border one,Broadcast,"U.S. Forest Service, Coronado, Sierra Vista",31.34062066040309,-110.2941864013672,Incomplete
CNF413B,2019-03-06,4000,2000,Four Mile,Broadcast,"U.S. Forest Service, Coronado, Safford",32.705466380287284,-110.37950683593749,Complete
TNF0405P,2019-03-07,40,15,Payson,Pile,"U.S. Forest Service, NA, Payson",34.33415110643223,-111.29247134399412,Complete
CNF413B,2019-03-07,3000,400,Four Mile,Broadcast,"U.S. Forest Service, Coronado, Safford",32.703733010838675,-110.3472344970703,Complete
CNF413B,2019-03-08,500,0,Four Mile,Broadcast,"U.S. Forest Service, Coronado, Safford",32.70835525454105,-110.37744689941405,Incomplete
FFD1604B,2019-03-12,8,8,Observatory Mesa,Broadcast,"Municipal Fire Departments, NA, Flagstaff Fire Department",35.2158526513686,-111.69520072937013,Complete
KNF0319P,2019-03-12,15,15,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.70828609109594,-112.23143322753907,Complete
XXH1707B,2019-03-17,1070,1070,Fort wide 19,Broadcast,"Department of Defense, NA, Ft Huachuca",31.509507440868166,-110.34750683593751,Complete
ASD2001P,2019-03-19,10,10,AZ-Strip District Fuel Breaks Pile Burn,Pile,"Bureau of Land Management, NA, Arizona Strip (ASD)",36.358702058501635,-113.11879167175294,Complete
SAD1801B,2019-03-20,2500,100,South Rim,Broadcast,"Bureau of Land Management, NA, Gila District (SAD)",32.891119503675014,-110.5059814453125,Complete
MCP-TZP1601PP,2019-03-20,5,5,Montezuma Castle/Tuzigoot Piles,Pile,"National Park Service, NA, Montezuma Castle",34.77277918329572,-112.02554087829589,Complete
ASF326B,2019-03-24,2000,500,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.1,-109.07499999999999,Complete
A3S304B,2019-03-25,2019,264,Babacomari B,Broadcast,"Arizona Department of Forestry and Fire Management, NA, Southeast District",31.624661311166285,-110.43837329101564,Complete
ADOT1802B,2019-03-25,10,2,highway 98 drainage/fencelines,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.494201021403725,-110.70421929428727,Complete
ADOT1802B,2019-03-25,10,3,highway 98 drainage/fencelines,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.48933218792577,-110.70546899414063,Complete
XXH1707B,2019-03-25,127,127,Fort wide 19,Broadcast,"Department of Defense, NA, Ft Huachuca",31.54905029284935,-110.32124264526368,Complete
ASF326B,2019-03-25,2000,2000,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.1,-109.07499999999999,Complete
A3S304B,2019-03-26,2019,140,Babacomari B,Broadcast,"Arizona Department of Forestry and Fire Management, NA, Southeast District",31.632023113885335,-110.4712711639404,Complete
ADOT1802B,2019-03-26,10,2,highway 98 drainage/fencelines,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.518173069662794,-110.70447710979727,Complete
COP1901B,2019-03-26,17,17,Headquarters Rx,Broadcast,"National Park Service, Coronado Memorial, Coronado Memorial",31.345861976196964,-110.25030546188356,Complete
ASF0215P,2019-03-26,1,1,Scattered Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.570434597910385,-110.69403869000263,Complete
ASF326B,2019-03-26,2000,4693,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.1,-109.07499999999999,Complete
ADOT1802B,2019-03-27,5,3,highway 98 drainage/fencelines,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.582168355877926,-111.14011560058594,Complete
MCP-TZP1601PP,2019-03-27,5,2,Montezuma Castle/Tuzigoot Piles,Pile,"National Park Service, NA, Montezuma Castle",34.64792975682427,-111.75950865936278,Complete
KNF0319P,2019-03-27,10,10,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.781120832035064,-112.25656016159058,Complete
KNF0319P,2019-03-28,5,5,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.936119497587036,-112.50797970581056,Complete
KNF0319P,2019-04-01,18,18,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.75932580296419,-112.26250393676759,Complete
