Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
1/5/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,162,162,41.817,-122.984,46 10 23,Michigan-California Timber Company,Kinsman/Collins 23,Hand Pile,Slash,98.982
1/5/2021,Placer County APCD,Placer,Mountain Counties,18,18,39.092,-120.732,"T14N R11E 3,4",US Forest Service,Seed Orchard - Administrative Stie,Machine Pile,Slash,261
1/5/2021,Placer County APCD,Placer,Mountain Counties,10,10,39.07,-120.75,T14N R11E 9,US Forest Service,Deadwood Machine Piles - Divide Salvage Sale,Machine Pile,Slash,145
1/5/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,50,15,41.721,-123.364,"15N 7E 1,12,13,24",US Forest Service,Elk Creek South,Hand Pile,Natural,90
1/8/2021,San Diego County APCD,San Diego,Unknown,10,4,32,-116,T R5E 15,US Forest Service,SUID 56,Broadcast,Natural,16
1/5/2021,Northern Sierra AQMD,Sierra,Mountain Counties,10,7,39.596,-120.078,T R,US Forest Service,DV 1,Hand Pile,Slash,66.15
1/6/2021,Shasta County AQMD,Shasta,Sacramento Valley,15,15,40.746,-122.24,T R,US Forest Service,Silverthorn,Hand Pile,Natural,10.8
1/6/2021,Northern Sierra AQMD,Plumas,Mountain Counties,30.6,26,39.961,-120.954,TT24N RR9E 10,US Forest Service,Elizabethtown Unit 2,Hand Pile,Slash,260
1/6/2021,Placer County APCD,Placer,Sacramento Valley,0.25,0,38.904,-121.056,T12N R8E 11,California State Parks,Office,Hand Pile,Brush,0
1/6/2021,Lassen County APCD,Lassen,Northeast Plateau,30,10,40.418,-120.775,T30N R10E 25,Sierra Pacific Industries,Hog Fire Landing Piles,Machine Pile,Slash,500
1/6/2021,South Coast AQMD,Riverside,South Coast,7,0,33.811,-117.446,T4s R5w 19,Bureau of Land Management,Lake Mathews BLM piles,Hand Pile,Natural,0
1/6/2021,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.724,-120.567,T10N R13E 8,El Dorado Irrigation District,SPRA,Broadcast,Slash,1
1/6/2021,South Coast AQMD,Riverside,South Coast,60,30,33.715,-116.682,T5S R2E 24-15-17-19-22-28,US Forest Service,Cranston Reforestation,Hand Pile,Brush,426
1/6/2021,Butte County AQMD,Butte,Sacramento Valley,0.5,0.5,39.879,-121.689,T23 North R3 East 6,Higgins Ridge LLC,Phase 1,Machine Pile,Natural,0.45
1/6/2021,Calaveras County APCD,Calaveras,Mountain Counties,40,40,38.292,-120.315,T5N & 6N R15E & 16E various,Sierra Pacific Industries,SPI Calveras Co. 2020 Piles,Machine Pile,Slash,800
1/6/2021,Bay Area AQMD,Napa,San Francisco Bay Area,1,1,38.514,-122.517,"3443 Spring Mountain Road, St Helena 95474",Individual,North Unit,Hand Pile,N/A,N/A
1/6/2021,Lake County AQMD,Lake,Lake County,1,1,38.823,-122.69,"T11N R08W 1,2,3,11,",Cal Fire,PP Ridgetop Unit,Hand Pile,Slash,1
1/6/2021,Lake County AQMD,Lake,Lake County,1,0,38.823,-122.69,"T11N R08W 1,2,3,11,",Cal Fire,PP Ridgetop Unit,Hand Pile,Slash,0
1/6/2021,Shasta County AQMD,Shasta,Sacramento Valley,UNK,4,40.44,-121.19,UNK,LandVest,Frog Leg,Unknown,Slash,44.16
1/6/2021,Amador County APCD,Amador,Mountain Counties,5,0,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,0
1/6/2021,Mendocino County AQMD,Mendocino,North Coast,3,3,39.137,-123.225,T R,Individual,Dave SMP 18-16 Piles,Hand Pile,Natural,3
1/6/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,10,0,41.729,-122.724,  ,US Forest Service,GHR 7,Hand Pile,Natural,0
1/6/2021,Northern Sierra AQMD,Sierra,Mountain Counties,14,4,39.596,-120.078,T R,US Forest Service,DV 1,Hand Pile,Slash,37.8
1/6/2021,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,T23 North R2 East 24,CSU Chico Research Foundation,Big Chico Creek Ecological Reserve,Unknown,Natural,0.375
1/6/2021,Northern Sierra AQMD,Sierra,Mountain Counties,4,25,39.58,-120.055,T R,US Forest Service,DV 3,Hand Pile,Slash,393.75
1/6/2021,Northern Sierra AQMD,Plumas,Mountain Counties,10,0,39.875,-121.173,T23N R7E 2,US Forest Service,Bucks Lake Unit 73,Machine Pile,Slash,0
1/6/2021,South Coast AQMD,Riverside,South Coast,8,9,33.809,-117.445,T4s R5w 19,Bureau of Land Management,Lake Mathews BLM Unit 2,Broadcast,Natural,19.35
1/7/2021,San Diego County APCD,San Diego,San Diego,3,2,32,-116,"T15, 16, 17 R3, 4, 5 various",US Forest Service,DRD,Hand Pile,Natural,28.4
1/7/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,10,0,41.729,-122.724,  ,US Forest Service,GHR 7,Hand Pile,Natural,0
1/7/2021,Northern Sierra AQMD,Nevada,Mountain Counties,26,0,39.315,-120.93,T17 R9 26,US Forest Service,Deer Creek 241,Machine Pile,N/A,N/A
1/7/2021,Imperial County APCD,Imperial,Salton Sea,25,0,33.185,-115.59,T R,US Fish and Wildlife Services,Hazard 6,Broadcast,Natural,0
1/7/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,83,60,41.875,-122.876,47N 9W 34,US Forest Service,119-10,Hand Pile,Natural,144
1/7/2021,Imperial County APCD,Imperial,Salton Sea,14,0,33.185,-115.59,T R,US Fish and Wildlife Services,Hazard 6,Broadcast,Natural,0
1/7/2021,Shasta County AQMD,Shasta,Sacramento Valley,25,15,40.746,-122.24,T R,US Forest Service,Silverthorn,Hand Pile,Natural,10.8
1/7/2021,South Coast AQMD,Riverside,South Coast,50,10,33.715,-116.682,T5S R2E 24-15-17-19-22-28,US Forest Service,Cranston Reforestation,Hand Pile,Brush,142
1/7/2021,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,T23 North R2 East 24,CSU Chico Research Foundation,Big Chico Creek Ecological Reserve,Unknown,Natural,0.375
1/7/2021,Lake County AQMD,Lake,Lake County,1,0,38.823,-122.69,"T11N R08W 1,2,3,11,",Cal Fire,PP Ridgetop Unit,Hand Pile,Slash,0
1/7/2021,Lake County AQMD,Lake,Lake County,1,0,38.823,-122.69,"T11N R08W 1,2,3,11,",Cal Fire,PP Ridgetop Unit,Hand Pile,Slash,0
1/7/2021,Amador County APCD,Amador,Mountain Counties,5,2,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,10
1/7/2021,Northern Sierra AQMD,Nevada,Mountain Counties,67,0,39.308,-120.812,T17 R10 25,US Forest Service,Deer Creek 244,Machine Pile,N/A,N/A
1/7/2021,Mendocino County AQMD,Mendocino,North Coast,2,2,39.137,-123.225,T R,Individual,Dave SMP 18-16 Piles,Hand Pile,Natural,2
1/7/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,61,20,41.312,-122.196,40N R4 Multiple,US Forest Service,Mountain Thin,Hand Pile,Slash,200
1/7/2021,El Dorado County AQMD,El Dorado,Mountain Counties,2,1,38.882,-120.832,"T12N R9E, 10E 18, 19, 23, & 24",Cal Fire,Georgetown Divide VMP Piles,Hand Pile,Brush,2.5
1/7/2021,Northern Sierra AQMD,Nevada,Mountain Counties,81,0,39.312,-120.912,T17 R9 25,US Forest Service,Deer Creek 205,Machine Pile,N/A,N/A
1/7/2021,Lassen County APCD,Lassen,Northeast Plateau,30,17,40.418,-120.775,T30N R10E 25,Sierra Pacific Industries,Hog Fire Landing Piles,Machine Pile,Slash,850
1/7/2021,Northern Sierra AQMD,Nevada,Mountain Counties,20,5,39.316,-120.847,T17 R10 27,US Forest Service,Burlington 5J,Hand Pile,Natural,54
1/8/2021,Lassen County APCD,Lassen,Northeast Plateau,25,26,40.418,-120.775,T30N R10E 25,Sierra Pacific Industries,Hog Fire Landing Piles,Machine Pile,Slash,1300
1/8/2021,Imperial County APCD,Imperial,Salton Sea,19,0,33.185,-115.59,T R,US Fish and Wildlife Services,Hazard 6,Broadcast,Natural,0
1/8/2021,Imperial County APCD,Imperial,Salton Sea,17,0,33.185,-115.59,T R,US Fish and Wildlife Services,Hazard 6,Broadcast,Natural,0
1/8/2021,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,T23 North R2 East 24,CSU Chico Research Foundation,Big Chico Creek Ecological Reserve,Unknown,Natural,0.375
1/8/2021,Amador County APCD,Amador,Mountain Counties,5,2,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,10
1/8/2021,Amador County APCD,Amador,Mountain Counties,5,1.5,38.504,-120.777,"T7N & 8N R11E 4,5,8, 32, 33",Cal Fire,Amoruso VMP Piles,Machine Pile,Brush,3.75
1/8/2021,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.724,-120.567,T10N R13E 8,El Dorado Irrigation District,SPRA,Unknown,Slash,1
1/8/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,55,55,41.9,-121.86,T47N R1E 21,Bureau of Land Management,Modoc Gulch,Hand Pile,Slash,420.75
1/9/2021,Mendocino County AQMD,Mendocino,North Coast,1,1,39.024,-123.312,T R,Individual,Scott SMP 20- 60 Piles,Machine Pile,Slash,1
1/9/2021,El Dorado County AQMD,El Dorado,Mountain Counties,2,2,38.569,-120.774,T8N R11E 4,Individual,Ranch CFIP,Machine Pile,Natural,135.2
1/9/2021,El Dorado County AQMD,El Dorado,Mountain Counties,0.5,0.25,38.724,-120.567,T10N R13E 8,El Dorado Irrigation District,SPRA,Broadcast,Slash,0.25
1/9/2021,Lake County AQMD,Lake,Lake County,1,1,38.823,-122.69,"T11N R08W 1,2,3,11,",Cal Fire,PP Ridgetop Unit,Hand Pile,Slash,1
1/9/2021,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.882,-120.832,"T12N R9E, 10E 18, 19, 23, & 24",Cal Fire,Georgetown Divide VMP Piles,Hand Pile,Brush,2.5
3/1/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,20,68,41.9,-121.86,T47N R1E 21,Bureau of Land Management,Modoc Gulch,Hand Pile,Slash,520.2
1/10/2021,Amador County APCD,Amador,Mountain Counties,2,1,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,5
1/10/2021,Mendocino County AQMD,Mendocino,North Coast,1,1,39.024,-123.312,T R,Individual,Scott SMP 20- 60 Piles,Machine Pile,Slash,1
1/10/2021,El Dorado County AQMD,El Dorado,Mountain Counties,2,0,38.569,-120.774,T8N R11E 4,Individual,Ranch CFIP,Machine Pile,Natural,0
1/11/2021,Placer County APCD,Placer,Lake Tahoe,10,7,39.061,-120.146,T14N R17E 18,California State Parks,Tahoma,Hand Pile,Slash,173.6
1/11/2021,Lassen County APCD,Lassen,Northeast Plateau,174,174,40.633,-120.862,  ,US Forest Service,Whaleback Fire Piles,Hand Pile,Slash,643.8
1/11/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,15,50,41.265,-122.887,39N 9W  3 4,US Forest Service,Jack 1,Hand Pile,N/A,N/A
1/11/2021,Lassen County APCD,Lassen,Northeast Plateau,24,24,40.648,-120.973,32N 9E 2 3 4 9,US Forest Service,Logs DFPZ TS,Hand Pile,Slash,348
8/3/2021,Tuolumne County APCD,Tuolumne,Mountain Counties,370.3,0,38.164,-120.085,"T4N / 3N R18E 29,31,32 / 05,06",US Forest Service,High TS,Machine Pile,Slash,0
1/11/2021,Mendocino County AQMD,Mendocino,North Coast,1,1,39.024,-123.312,T R,Individual,Scott SMP 20- 60 Piles,Machine Pile,Slash,1
1/11/2021,Northern Sierra AQMD,Nevada,Mountain Counties,58,14,39.268,-120.868,T16N R10E 9,US Forest Service,Buckeye 7Q,Hand Pile,Natural,151.2
1/11/2021,Lassen County APCD,Lassen,Northeast Plateau,5,0,40.418,-120.775,T30N R10E 25,Sierra Pacific Industries,Hog Fire Landing Piles,Machine Pile,Slash,0
1/11/2021,Mendocino County AQMD,Mendocino,North Coast,1,1,39.137,-123.225,T R,Individual,Dave SMP 18-16 Piles,Hand Pile,Natural,1
1/11/2021,Great Basin Unified APCD,Inyo,Great Basin Valleys,3,2,37.185,-118.558,T R,US Forest Service,Parchers,Hand Pile,Slash,1.8
1/11/2021,San Joaquin Valley APCD,Fresno,San Joaquin Valley,UNK,0,37.1,-119.2,UNK,Southern California Edison,2021-Shaver Lake Piles,Unknown,Slash,0
1/11/2021,El Dorado County AQMD,El Dorado,Mountain Counties,2,0.5,38.569,-120.774,T8N R11E 4,Individual,Ranch CFIP,Machine Pile,Natural,33.8
1/11/2021,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.742,-121.739,T22 R2E 35,CSU Chico Research Foundation,BCCER Prop Management,Hand Pile,Natural,0.425
1/11/2021,Siskiyou County APCD,Siskiyou,Mountain Counties,20,0,41.232,-123.023,"39N 10W 16,17,20,21",US Forest Service,Six Mile 3 Rs 19,Hand Pile,Brush,0
1/11/2021,Mendocino County AQMD,Mendocino,North Coast,2,2,39.149,-123.665,T R,Individual,Tomk SMP 20- 62 Piles,Machine Pile,Natural,2
1/11/2021,Butte County AQMD,Butte,Sacramento Valley,2,2,39.83,-121.696,056-040-022,Butte County Fire Safe Council,Forest Ranch CCI Piles,Hand Pile,N/A,2
1/11/2021,Mendocino County AQMD,Mendocino,North Coast,2,0,39.149,-123.665,T R,Individual,Tomk SMP 20- 62 Piles,Machine Pile,Natural,0
1/11/2021,Great Basin Unified APCD,Inyo,Great Basin Valleys,6,3,37.181,-118.56,T R,US Forest Service,S. Fork Rec Residences,Hand Pile,Natural,2.7
1/11/2021,Mendocino County AQMD,Mendocino,North Coast,1,1,39.334,-123.238,T R,Individual,NCRM Kim SMP 18-12 Piles,Machine Pile,Slash,40
1/11/2021,El Dorado County AQMD,El Dorado,Lake Tahoe,0.25,0.25,39.05,-120.12,T14N R17E 20,California State Parks,Sugar Pine Pt Landing Pile,Machine Pile,Slash,20
1/11/2021,Great Basin Unified APCD,Mono,Great Basin Valleys,25,9,38.591,-119.57,T7n R23e 7,US Forest Service,M1,Hand Pile,Slash,2664
1/11/2021,Tuolumne County APCD,Tuolumne,Mountain Counties,72,0,37.962,-119.89,"T1N R19E 9,16",US Forest Service,1N19M,Machine Pile,Slash,0
1/11/2021,Tuolumne County APCD,Tuolumne,Mountain Counties,25,25,38.18,-120.024,"T4n R18e 20, 21, 29, 30",US Forest Service,Pinecrest Fuel Break,Hand Pile,Slash,358.75
1/11/2021,Lassen County APCD,Lassen,Northeast Plateau,16,16,40.681,-120.8,33N 10E 36,US Forest Service,Spalding WUI-Brockman,Hand Pile,Slash,59.2
1/11/2021,Lassen County APCD,Lassen,Northeast Plateau,22,22,40.727,-120.94,  ,US Forest Service,Salty DPFZ TS,Hand Pile,Slash,319
1/11/2021,Tuolumne County APCD,Tuolumne,Mountain Counties,72,63,37.91,-120.045,"T1N R18E 17,20",US Forest Service,1N18M,Machine Pile,Slash,1018.584
1/11/2021,Amador County APCD,Amador,Mountain Counties,2,0,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,0
1/11/2021,Lassen County APCD,Lassen,Northeast Plateau,58,58,40.723,-120.909,  ,US Forest Service,Shay DFPZ TS,Hand Pile,Slash,841
1/12/2021,Tehama County APCD,Tehama,Sacramento Valley,2,0,40.71,-121.89,T33 R01E 24,LandVest,Buck,Machine Pile,Slash,0
1/12/2021,Tuolumne County APCD,Tuolumne,Mountain Counties,61,70,37.91,-120.045,"T1N R18E 7,8,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,",US Forest Service,1N18M,Machine Pile,Slash,1131.76
1/12/2021,Calaveras County APCD,Calaveras,Mountain Counties,26.5,0,38.41,-120.079,T6N R17E Sec2,US Forest Service,Sand Flat,Machine Pile,Natural,0
1/12/2021,North Coast Unified AQMD,Trinity,North Coast,5,2,40.99,-123.599,"T7N, R5E, Sec 10",US Forest Service,Watermam Unit 203,Landing Pile,N/A,N/A
1/12/2021,Lassen County APCD,Lassen,Northeast Plateau,10,17,40.418,-120.775,T30N R10E 25,Sierra Pacific Industries,Hog Fire Landing Piles,Machine Pile,Slash,850
1/12/2021,El Dorado County AQMD,El Dorado,Lake Tahoe,2,5,38.942,-119.944,T12N R18E 1,US Forest Service,Heavenly ULM,Hand Pile,Slash,22.5
1/12/2021,Tuolumne County APCD,Tuolumne,Mountain Counties,262.9,190,38.221,-119.983,"T4n R18e 1,2,8,9,10,16,17",US Forest Service,Herring Creek,Machine Pile,Slash,570
1/12/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,63,10,41.875,-122.876,47N 9W 34,US Forest Service,119-10,Hand Pile,Natural,24
1/12/2021,Great Basin Unified APCD,Inyo,Great Basin Valleys,1,1,37.185,-118.558,T R,US Forest Service,Parchers,Hand Pile,Slash,0.9
1/12/2021,Amador County APCD,Amador,Mountain Counties,2,1,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,5
