Registration #,,,Legal / LatLong,,,BT,OT,,Owner,,,,,,,,,Sale Name,Acres,Tons,,,M10,M1000,,,Rain,Burn Date,Time
Crater Lake N.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124060900001,,,31S-7.5E-18 / 42.8859 -122.0460,,,H,O,,CRATER LAKE NP,,,,,,,,,LOST-CREEK-CAMPGROUN,4,5,,,0,0,,,0,10/15/2012,12:00
124060900002,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,HIGHWAY-62          ,7,24,,,0,0,,,2,10/17/2012,09:00
124060900002,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,HIGHWAY-62          ,2,9,,,0,0,,,0,10/15/2012,12:00
124060900002,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,HIGHWAY-62          ,5,12,,,0,0,,,0,10/29/2013,09:00
134060900001,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,MAZAMAHIGHWAY-62    ,17,41,,,0,0,,,0,10/29/2013,09:00
134060900001,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,MAZAMAHIGHWAY-62    ,14,22,,,0,0,,,2,10/31/2013,09:00
134060900001,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,MAZAMAHIGHWAY-62    ,1,10,,,0,0,,,1,10/30/2013,12:00
134060900001,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,MAZAMAHIGHWAY-62    ,1,3,,,0,0,,,0,9/26/2013,13:00
134060900002,,,31S-7.5E-18 / 42.8859 -122.0460,,,H,O,,CRATER LAKE NP,,,,,,,,,LOST-CREEK-CAMPGROUN,1,17,,,0,0,,,0,10/29/2013,09:00
134060900002,,,31S-7.5E-18 / 42.8859 -122.0460,,,H,O,,CRATER LAKE NP,,,,,,,,,LOST-CREEK-CAMPGROUN,3,12,,,0,0,,,27,10/28/2013,11:00
134060900002,,,31S-7.5E-18 / 42.8859 -122.0460,,,H,O,,CRATER LAKE NP,,,,,,,,,LOST-CREEK-CAMPGROUN,1,12,,,0,0,,,1,10/30/2013,09:00
134060900002,,,31S-7.5E-18 / 42.8859 -122.0460,,,H,O,,CRATER LAKE NP,,,,,,,,,LOST-CREEK-CAMPGROUN,1,4,,,0,0,,,0,9/21/2013,10:00
134060900003,,,31S-5E-19 / 42.8599 -122.2730,,,H,O,,CRATER LAKE NP,,,,,,,,,MAZAMA-CAMPGROUND   ,16,16,,,0,0,,,0,10/16/2014,08:00
134060900003,,,31S-5E-19 / 42.8599 -122.2730,,,H,O,,CRATER LAKE NP,,,,,,,,,MAZAMA-CAMPGROUND   ,5,8,,,0,0,,,0,11/26/2013,08:00
140900009001,,,31S-6E-8 / 42.9002 -122.1440,,,H,O,,CRATER LAKE NP,,,,,,,,,MUNSON HILL,1,1,,,0,0,,,0,10/15/2014,15:00
140900009001,,,31S-6E-8 / 42.9002 -122.1440,,,H,O,,CRATER LAKE NP,,,,,,,,,MUNSON HILL,9,9,,,0,0,,,0,10/17/2014,09:00
144060900001,,,31S-5E-13 / 42.8746 -122.1740,,,H,O,,CRATER LAKE NP,,,,,,,,,HIGHWAY 62 FUELBREAK,2,5,,,0,0,,,0,10/14/2014,09:00
154060900001,,,31S-5E-11 / 42.8891 -122.1940,,,H,O,,CRATER LAKE NP,,,,,,,,,HIGHWAY-62          ,36,140,,,0,0,,,0,10/28/2015,08:00
154060900001,,,31S-5E-11 / 42.8891 -122.1940,,,H,O,,CRATER LAKE NP,,,,,,,,,HIGHWAY-62          ,36,167,,,0,0,,,1,10/29/2015,08:00
154060900002,,,31S-6E-8 / 42.9002 -122.1440,,,H,O,,CRATER LAKE NP,,,,,,,,,MUNSON-HILL         ,16,16,,,0,0,,,0,10/26/2015,11:00
154060900002,,,31S-6E-8 / 42.9002 -122.1440,,,H,O,,CRATER LAKE NP,,,,,,,,,MUNSON-HILL         ,6,6,,,0,0,,,0,10/17/2015,09:00
164060900001,,,31S-5E-10 / 42.8893 -122.2140,,,H,O,,CRATER LAKE NP,,,,,,,,,Highway 62,2,8,,,0,0,,,2,10/19/2016,09:00
164060900001,,,31S-5E-10 / 42.8893 -122.2140,,,H,O,,CRATER LAKE NP,,,,,,,,,Highway 62,6,49,,,0,0,,,5,11/3/2016,11:00
164060900001,,,31S-5E-10 / 42.8893 -122.2140,,,H,O,,CRATER LAKE NP,,,,,,,,,Highway 62,5,73,,,0,0,,,0,11/1/2016,10:00
164060900001,,,31S-5E-10 / 42.8893 -122.2140,,,H,O,,CRATER LAKE NP,,,,,,,,,Highway 62,3,54,,,0,0,,,0,11/2/2016,11:00
164060900001,,,31S-5E-10 / 42.8893 -122.2140,,,H,O,,CRATER LAKE NP,,,,,,,,,Highway 62,1,1,,,0,0,,,2,11/26/2018,10:06
164060900001,,,31S-5E-10 / 42.8893 -122.2140,,,H,O,,CRATER LAKE NP,,,,,,,,,Highway 62,1,5,,,0,0,,,0,6/3/2019,10:30
