Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
1/7/2017,Lake County AQMD,Lake,Lake County,10,10,38.823,-122.69,"T06N, 07N R14E S07N- 33, 34, 35. 06N- 1, 2, 3, 4, 9, 10",Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,166
1/11/2017,Glenn County APCD,Glenn,Sacramento Valley,1,1,39.652,-122.726,T19 R10 S27,US Forest Service,Alder Springs Sta,Hand Pile,Natural,5.25
1/12/2017,Lake County AQMD,Lake,Lake County,15,3,38.823,-122.69,T19 R10 S27,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,49.8
1/13/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19 R10 S27,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/14/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19 R10 S27,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/15/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19 R10 S27,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/16/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19 R10 S27,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/17/2017,Placer County APCD,Placer,Mountain Counties,1,1,39.19,-120.828,T21 R8 S26,Hutchinson Enterprises,A-B Fuel Reduction,Machine Pile,Slash,1.6
1/17/2017,Northern Sierra AQMD,Plumas,Mojave Desert,1,1,39.976,-120.939,T21 R8 S26,US Forest Service,Mt Hough Admin,Hand Pile,Slash,10
1/17/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/18/2017,Feather River AQMD,Yuba,Sacramento Valley,1,0.5,39.418,-121.16,T21 R8 S26,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,17.625
1/18/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
1/19/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/19/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
1/19/2017,El Dorado County AQMD,El Dorado,Mountain Counties,20,20,38.767,-120.617,T21 R8 S26,Dan Arens and Son,ghost mountain thp,Hand Pile,UNK,105
1/19/2017,Northern Sierra AQMD,Plumas,Mountain Counties,37,23,40.198,-120.957,T21 R8 S26,US Forest Service,"Keddie Ridge service 87,45,42a,42b,42c,35,37,24,49",Hand Pile,Slash,230
1/20/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/20/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
1/21/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/21/2017,Lake County AQMD,Lake,Lake County,10,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/23/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/23/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/24/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/24/2017,San Joaquin Valley APCD,Madera,San Joaquin Valley,5,3,37.376,-119.628,"T11N R08W S1,2,3,11,",US Forest Service,Batterson,Hand Pile,Slash,75
1/24/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/25/2017,Butte County AQMD,Butte,Sacramento Valley,0.1,0.1,39.846,-121.702,T21 R8 S26,CSU Chico Research Foundation,Big Chico Creek Ecological Reserve,Broadcast,Natural,0.32
1/25/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
1/25/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/26/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
1/26/2017,Northern Sierra AQMD,Plumas,Mountain Counties,14,14,40.198,-120.957,T21 R8 S26,US Forest Service,"Keddie Ridge service 87,45,42a,42b,42c,35,37,24,49",Hand Pile,Slash,140
1/26/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/27/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
1/27/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/28/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/30/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.5,39.674,-121.38,T21 R8 S26,US Forest Service,Brush Creek Entry Sign,Hand Pile,Natural,17.625
1/30/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
1/31/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
1/31/2017,Northern Sierra AQMD,Plumas,Mountain Counties,1,1,40.021,-121.073,T21 R8 S26,US Forest Service,Halsted CG,Hand Pile,Slash,5
1/31/2017,Feather River AQMD,Yuba,Sacramento Valley,20,20,39.418,-121.16,T21 R8 S26,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,705
1/31/2017,Feather River AQMD,Yuba,Sacramento Valley,20,20,39.418,-121.16,T21 R8 S26,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,705
2/1/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/1/2017,Placer County APCD,Placer,Mountain Counties,2,2,39.19,-120.828,T21 R8 S26,Hutchinson Enterprises,A-B Fuel Reduction,Machine Pile,Slash,3.2
2/1/2017,Lake County AQMD,Lake,Lake County,10,5,38.836,-122.692,T21 R8 S26,Cal Fire,MC North Slope Unit,Machine Pile,Slash,76
2/1/2017,Feather River AQMD,Yuba,Sacramento Valley,14,14,39.449,-121.158,T21 R8 S26,US Forest Service,Slapjack dozer piles unit 11,Machine Pile,Natural,498.4
2/1/2017,Feather River AQMD,Yuba,Sacramento Valley,14,14,39.449,-121.158,T21 R8 S26,US Forest Service,Slapjack dozer piles unit 11,Machine Pile,Natural,498.4
2/1/2017,Feather River AQMD,Yuba,Sacramento Valley,50,35,39.418,-121.16,T21 R8 S26,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,1233.75
2/2/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/2/2017,Placer County APCD,Placer,Mountain Counties,2,2,39.19,-120.828,T21 R8 S26,Hutchinson Enterprises,A-B Fuel Reduction,Machine Pile,Slash,3.2
2/2/2017,Santa Barbara County APCD,Santa Barbara,South Central Coast,3,3,34.735,-119.991,T21 R8 S26,US Forest Service,Central Figueroa,Hand Pile,Slash,12
2/2/2017,Lake County AQMD,Lake,Lake County,15,5,38.836,-122.692,T21 R8 S26,Cal Fire,MC North Slope Unit,Machine Pile,Slash,76
2/3/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/3/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
2/3/2017,El Dorado County AQMD,El Dorado,Mountain Counties,20,20,38.767,-120.617,T23 North R2 East S24,Dan Arens and Son,ghost mountain thp,Broadcast,UNK,64
2/4/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,T21 R8 S26,Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/4/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/6/2017,Butte County AQMD,Butte,Sacramento Valley,0.1,0.1,39.846,-121.702,"T11N R08W S1,2,3,11,",CSU Chico Research Foundation,Big Chico Creek Ecological Reserve,Broadcast,Natural,0.32
2/6/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/6/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/7/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/7/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T21 R8 S26,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/8/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.75,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,8.4375
2/8/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T23 North R2 East S24,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/9/2017,Lake County AQMD,Lake,Lake County,10,15,38.823,-122.69,"T11N R08W S1,2,3,11,",Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/10/2017,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,"T11N R08W S1,2,3,11,",CSU Chico Research Foundation,Reserves Piles,Hand Pile,Natural,0.425
2/10/2017,Lake County AQMD,Lake,Lake County,10,15,38.823,-122.69,"T11N R08W S1,2,3,11,",Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/11/2017,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,"T11N R08W S1,2,3,11,",CSU Chico Research Foundation,Reserves Piles,Hand Pile,Natural,0.425
2/11/2017,Lake County AQMD,Lake,Lake County,10,15,38.823,-122.69,"T11N R08W S1,2,3,11,",Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/13/2017,Lake County AQMD,Lake,Lake County,10,15,38.823,-122.69,"T11N R08W S1,2,3,11,",Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/14/2017,El Dorado County AQMD,El Dorado,Mountain Counties,20,20,38.767,-120.617,TT8S RR22E S13,Dan Arens and Son,ghost mountain thp,Hand Pile,UNK,1500
2/15/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
2/16/2017,Butte County AQMD,Butte,Sacramento Valley,0.5,0.5,39.846,-121.702,"T12N,R14E,sec16",CSU Chico Research Foundation,Reserves Piles,Hand Pile,Natural,0.85
2/16/2017,Santa Barbara County APCD,Santa Barbara,South Central Coast,1,1,34.494,-119.8,TT8S RR22E S13,US Forest Service,North Trout Club,Hand Pile,Brush,4
2/16/2017,Northern Sierra AQMD,Plumas,Mountain Counties,2,1,40.014,-121.068,TT8S RR22E S13,US Forest Service,"York/Twain Units 1,4,5,6,7,8",Hand Pile,Slash,10
2/16/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
2/17/2017,Lake County AQMD,Lake,Lake County,15,5,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,83
2/18/2017,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,Plt Harvego preserve access off corona rd gate or sission rd gate,CSU Chico Research Foundation,Reserves Piles,Hand Pile,Natural,0.425
2/18/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/20/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
2/20/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/21/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
2/21/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/22/2017,Glenn County APCD,Glenn,Sacramento Valley,0.5,0.5,39.43,-122.186,Plt Harvego preserve access off corona rd gate or sission rd gate,US Fish and Wildlife Services,2017 Blackberry RX,Broadcast,Natural,0.175
2/22/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
2/22/2017,Glenn County APCD,Glenn,Sacramento Valley,25,10,39.279,-122.094,Plt Harvego preserve access off corona rd gate or sission rd gate,US Fish and Wildlife Services,2017 Wetland Burn,Broadcast,Natural,10.5
2/22/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TT8S RR22E S13,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/23/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
2/23/2017,Northern Sierra AQMD,Plumas,Mountain Counties,1,1,40.014,-121.068,Plt Harvego preserve access off corona rd gate or sission rd gate,US Forest Service,"York/Twain Units 1,4,5,6,7,8",Hand Pile,Slash,10
2/23/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/23/2017,Glenn County APCD,Glenn,Sacramento Valley,155,50,39.279,-122.094,Plt Harvego preserve access off corona rd gate or sission rd gate,US Fish and Wildlife Services,2017 Wetland Burn,Broadcast,Natural,52.5
2/24/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
2/24/2017,Northern Sierra AQMD,Plumas,Mountain Counties,1,1,40.014,-121.068,Plt Harvego preserve access off corona rd gate or sission rd gate,US Forest Service,"York/Twain Units 1,4,5,6,7,8",Hand Pile,Slash,10
2/24/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/25/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
2/25/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/27/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/28/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
2/28/2017,Colusa County APCD,Colusa,Sacramento Valley,48,40,39.279,-122.094,T17N R17E Sections 29 31 32 MDB&M,US Fish and Wildlife Services,Delevan T-26 & 27,Broadcast,Natural,49
3/1/2017,Great Basin Unified APCD,Inyo,Great Basin Valleys,1,1,36.869,-118.159,TN/A RN/A SN/A,County of Inyo,Lower Owens River Project,Broadcast,UNK,1.05
3/1/2017,Northern Sierra AQMD,Plumas,Mountain Counties,2,1,39.991,-120.973,TN/A RN/A SN/A,US Forest Service,Empire Unit 21,Hand Pile,Slash,10
3/1/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/1/2017,Glenn County APCD,Glenn,Sacramento Valley,40,40,39.279,-122.094,Plt Harvego preserve access off corona rd gate or sission rd gate,US Fish and Wildlife Services,2017 Wetland Burn,Broadcast,Natural,42
3/2/2017,Northern Sierra AQMD,Plumas,Mountain Counties,5,1,40.116,-120.949,TN/A RN/A SN/A,US Forest Service,"Round Valley Units 73,79,107",Hand Pile,Slash,10
3/2/2017,Santa Barbara County APCD,Santa Barbara,South Central Coast,25,10.5,34.756,-120.636,Plt Harvego preserve access off corona rd gate or sission rd gate,US Military,Purisima Burn,Broadcast,Natural,42
3/2/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/3/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/3/2017,Great Basin Unified APCD,Mono,Great Basin Valleys,50,50,38.17,-119.225,TN/A RN/A SN/A,Bureau of Land Management,Lower Summer Meadow Unit 1.1,Hand Pile,Slash,52.5
3/4/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/6/2017,Great Basin Unified APCD,Mono,Great Basin Valleys,50,1,38.17,-119.225,TN/A RN/A SN/A,Bureau of Land Management,Lower Summer Meadow Unit 1.1,Hand Pile,Slash,1.05
3/6/2017,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.912,-121.018,"T12N,R14E,sec16",California State Parks,PG&E Road,Hand Pile,Brush,4.96
3/6/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,Plt Harvego preserve access off corona rd gate or sission rd gate,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/7/2017,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,"T11N R08W S1,2,3,11,",CSU Chico Research Foundation,Big Chico Creek Ecological Reserve,Broadcast,Natural,0.8
3/7/2017,Great Basin Unified APCD,Inyo,Great Basin Valleys,1,1,36.869,-118.159,"T11N R08W S1,2,3,11,",County of Inyo,Lower Owens River Project,Machine Pile,UNK,16.6
3/7/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TN/A RN/A SN/A,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/8/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
3/8/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TN/A RN/A SN/A,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/9/2017,Butte County AQMD,Butte,Sacramento Valley,0.25,0.24,39.846,-121.702,T19N R05E S5,CSU Chico Research Foundation,Reserves Piles,Hand Pile,Natural,0.408
3/9/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
3/9/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TN/A RN/A SN/A,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/10/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
3/10/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TN/A RN/A SN/A,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/11/2017,Butte County AQMD,Butte,Sacramento Valley,1,1,39.525,-121.443,"T11N R08W S1,2,3,11,",Cal Fire,Loafer Creek,Hand Pile,Natural,11.25
3/11/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TN/A RN/A SN/A,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/13/2017,Placer County APCD,Placer,Mountain Counties,0.1,0.1,38.967,-121.026,T17N R17E Sections 29 31 32 MDB&M,Placer County Water Agency,Lake Arthur 2017,Hand Pile,Brush,0.178
3/13/2017,Butte County AQMD,Butte,Sacramento Valley,1,0.5,39.676,-121.349,T19N R05E S5,US Forest Service,Brush Creek DFPZ unit 25a,Hand Pile,Natural,17.625
3/13/2017,Feather River AQMD,Yuba,Sacramento Valley,50,12,39.418,-121.16,T19N R05E S5,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,423
3/13/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,TN/A RN/A SN/A,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/13/2017,Shasta County AQMD,Shasta,Sacramento Valley,35,30,40.607,-122.518,T19N R05E S5,National Park Service,East Boundary Units 1-6,Broadcast,Natural,120
3/14/2017,Glenn County APCD,Glenn,Sacramento Valley,10,10,39.43,-122.186,T19N R05E S5,US Fish and Wildlife Services,2017 Blackberry RX,Broadcast,Natural,3.5
3/14/2017,Feather River AQMD,Yuba,Sacramento Valley,50,13,39.418,-121.16,T19N R05E S5,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,458.25
3/14/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19N R05E S5,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/15/2017,Northern Sierra AQMD,Plumas,Mountain Counties,2,1,39.98,-120.95,T19N R05E S5,US Forest Service,Corridor,Hand Pile,Slash,10
3/15/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19N R05E S5,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/15/2017,Feather River AQMD,Yuba,Sacramento Valley,50,40,39.418,-121.16,T19N R05E S5,US Forest Service,Pendola CreepyOregonHillPile Unit,Hand Pile,Natural,1410
3/16/2017,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.612,-120.593,T19N R05E S5,Individual,Heinrich Piles,Hand Pile,Brush,2
3/16/2017,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.917,-120.668,T19N R05E S5,University of California,Compartment 30,Broadcast,Slash,36
3/16/2017,Feather River AQMD,Yuba,Mountain Counties,5,1,39.446,-121.069,T19N R05E S5,US Forest Service,Camp Unit MM,Hand Pile,Natural,4.2
3/16/2017,Feather River AQMD,Yuba,Sacramento Valley,9,3,39.432,-121.087,T19N R05E S5,US Forest Service,Camp Unit OO,Hand Pile,Natural,10.5
3/16/2017,Lake County AQMD,Lake,Lake County,15,15,38.823,-122.69,T19N R05E S5,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,249
3/16/2017,El Dorado County AQMD,El Dorado,Mountain Counties,20,20,38.767,-120.617,T19N R05E S5,Dan Arens and Son,ghost mountain thp,Hand Pile,UNK,225
