Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
1/12/2018,Shasta County AQMD,Shasta,Sacramento Valley,20,12,40.962,-122.182,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,Nosoni,Machine Pile,Slash,56.4
1/13/2018,El Dorado County AQMD,El Dorado,Mountain Counties,5,24,38.89,-120.418,"T12N,R14E,sec16",Individual,Kamp Kuhl,Broadcast,UNK,24
1/14/2018,El Dorado County AQMD,El Dorado,Mountain Counties,0.1,0.1,38.815,-120.941,T12N R9E S1,Individual,Clearing Brush,Broadcast,UNK,0.1
1/14/2018,Placer County APCD,Placer,Mountain Counties,0.3,0.1,39.197,-120.814,"N 1/2 Section 2, T15N, R10E",Cal Fire,Alta Shaded Fuel Break 2018,Machine Pile,UNK,0.42
1/14/2018,El Dorado County AQMD,El Dorado,Mountain Counties,5,24,38.89,-120.418,"T12N,R14E,sec16",Individual,Kamp Kuhl,Machine Pile,UNK,360
1/14/2018,Calaveras County APCD,Calaveras,Mountain Counties,29,29,38.396,-120.31,"T12N,R14E,sec16",Sierra Pacific Industries,Upper Bailey Tractor,Machine Pile,Slash,121.8
1/14/2018,Placer County APCD,Placer,Mountain Counties,60,60,39.035,-120.807,"T14N, R10E, sec 25","Volcano Creek Logging, Inc.",2017 VC Cedar Ridge/Ryan,Machine Pile,UNK,1740
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,0.1,0.1,38.815,-120.941,T06N R15E S16,Individual,Clearing Brush,Machine Pile,UNK,2.9
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,4,2,38.418,-120.452,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,Stockton Box,Machine Pile,Slash,58
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,3,3,38.378,-120.333,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,Blue Mountain Road,Machine Pile,Slash,87
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,3,3,38.412,-120.418,T12N R9E S1,Sierra Pacific Industries,Veal THP,Machine Pile,Slash,87
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,5,5,38.45,-120.429,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,Grimes Tractor,Machine Pile,Slash,2.7
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,6,5,38.396,-120.31,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,Upper Bailey,Machine Pile,Slash,145
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,5,5,38.977,-120.772,T12N R9E S1,Sierra Pacific Industries,VOLCANOVILLE EXEMPTION AREA,Machine Pile,Slash,125
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,8,8,38.725,-120.371,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,HOOT,Machine Pile,Slash,200
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,10,10,38.579,-120.794,"N 1/2 Section 2, T15N, R10E",EldoradoCounty Resource Conservation District,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,Slash,80
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,23,12,38.948,-120.847,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,BOTTLE ROCKET EMERGENCY NOTICE AREA,Machine Pile,Slash,180
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,13,13,38.848,-120.673,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,SAILOR SOUTH,Machine Pile,Slash,325
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,15,15,38.888,-120.668,T12N R9E S1,Sierra Pacific Industries,SAILOR NORTH,Machine Pile,Slash,375
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,25,25,38.834,-120.651,T12N R9E S1,Sierra Pacific Industries,West Side King Fire Emergency Notice Areas,Machine Pile,Slash,375
1/15/2018,El Dorado County AQMD,El Dorado,Mountain Counties,26,26,38.974,-120.806,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,METAMORPHOSIS EMERGENCY NOTICE AREA,Machine Pile,Slash,390
1/15/2018,Shasta County AQMD,Shasta,Sacramento Valley,40,40,40.71,-121.965,T12N R9E S1,Sierra Pacific Industries,Little Man/McChicken/Stein,Machine Pile,Slash,188
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,43,43,38.383,-120.436,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,So Schaad Cable,Broadcast,Slash,430
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,43,43,38.413,-120.415,T12N R9E S1,Sierra Pacific Industries,Veal THP,Machine Pile,Slash,180.6
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,108,108,38.422,-120.467,T12N R9E S1,Sierra Pacific Industries,Stockton Box,Machine Pile,Slash,1944
1/15/2018,Calaveras County APCD,Calaveras,Mountain Counties,178,178,38.396,-120.31,T12N R9E S1,Sierra Pacific Industries,Upper Bailey Tractor,Machine Pile,Slash,747.6
1/16/2018,Placer County APCD,Placer,Mountain Counties,0.2,0.1,39.197,-120.814,"N 1/2 Section 2, T15N, R10E",Cal Fire,Alta Shaded Fuel Break 2018,Hand Pile,UNK,4
1/16/2018,Placer County APCD,Placer,Sacramento Valley,0.5,0.4,38.921,-121.003,"T12N,R14E,sec16",California State Parks,Mammoth Bar,Hand Pile,Brush,8.3
1/16/2018,Northern Sierra AQMD,Nevada,Mountain Counties,2,1,39.437,-120.21,"T12N,R14E,sec16",US Forest Service,Sagehen,Hand Pile,Slash,40
1/16/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,3,3,38.878,-119.997,"T12N,R14E,sec16",California State Parks,Sunset Interface,Hand Pile,Slash,13.5
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,4,4,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 722,Machine Pile,Slash,5.8
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,5,5,38.579,-120.794,"N 1/2 Section 2, T15N, R10E",EldoradoCounty Resource Conservation District,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,Slash,40
1/16/2018,Great Basin Unified APCD,Mono,Great Basin Valleys,6,5,37.654,-118.993,"T12N,R14E,sec16",US Forest Service,FY18 T1S,Hand Pile,Slash,10.5
1/16/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,16.5,6.5,38.767,-119.973,"T12N,R14E,sec16",US Forest Service,Big Meadow 17,Hand Pile,Slash,13
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,7,7,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 697,Machine Pile,Slash,10.15
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,42,9,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 734,Machine Pile,Slash,13.05
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,10,10,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 685,Machine Pile,Slash,14.5
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,11,11,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 693 b-c,Machine Pile,Slash,15.95
1/16/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,12.5,12.5,38.769,-119.973,"T12N,R14E,sec16",US Forest Service,Big Meadow 16,Hand Pile,Slash,25
1/16/2018,Butte County AQMD,Butte,Sacramento Valley,16,16,39.527,-121.285,"T12N,R14E,sec16",US Forest Service,Morningside HCP and BD,Machine Pile,Slash,92.8
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,16,16,38.916,-120.509,"N 1/2 Section 2, T15N, R10E",US Forest Service,Pompeii Unit 679 a-c,Machine Pile,Slash,23.2
1/16/2018,Tehama County APCD,Tehama,Sacramento Valley,33,16,39.836,-122.82,"T12N,R14E,sec16",US Forest Service,"Black Willow 69 (9,10)",Hand Pile,Natural,1584
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,19,19,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 680,Machine Pile,Slash,27.55
1/16/2018,Northern Sierra AQMD,Nevada,Mountain Counties,20,20,39.256,-120.881,"T12N,R14E,sec16",US Forest Service,Buckeye Unit 6T,Hand Pile,Natural,168
1/16/2018,Great Basin Unified APCD,Mono,Great Basin Valleys,50,23,37.776,-119.029,"T12N,R14E,sec16",Bureau of Land Management,Hartley 05,Hand Pile,Slash,155.25
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,92,26,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 695 a-d,Machine Pile,Slash,37.7
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,26,26,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 72,Machine Pile,Slash,37.7
1/16/2018,El Dorado County AQMD,El Dorado,Mountain Counties,54,40,38.916,-120.509,"T12N,R14E,sec16",US Forest Service,Pompeii Unit 683,Machine Pile,Slash,58
1/16/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,60,60,38.838,-120.017,"T12N,R14E,sec16",US Forest Service,SS 36,Hand Pile,Slash,225.6
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.724,-120.567,"N 1/2 Section 2, T15N, R10E",El Dorado Irrigation District,SPRA,Broadcast,Slash,1
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,1,1,38.772,-119.987,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 11,Hand Pile,Slash,1
1/17/2018,Feather River AQMD,Yuba,Mountain Counties,6,1,39.504,-120.075,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,T19NR08E22,Machine Pile,Slash,15
1/17/2018,Feather River AQMD,Yuba,Mountain Counties,3,2,39.487,-121.117,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,T19NR08E29,Machine Pile,Slash,30
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,3,3,38.774,-119.99,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 13,Hand Pile,Slash,3
1/17/2018,Butte County AQMD,Butte,Sacramento Valley,5,5,39.711,-121.787,"N 1/2 Section 2, T15N, R10E",US Forest Service,GRCC Piles,Hand Pile,Slash,79
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,5,5,38.579,-120.794,"N 1/2 Section 2, T15N, R10E",EldoradoCounty Resource Conservation District,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,Slash,40
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,70,5,38.86,-119.955,"N 1/2 Section 2, T15N, R10E",US Forest Service,Fountain 83,Hand Pile,Slash,76.55
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,11,5,38.948,-120.847,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,BOTTLE ROCKET EMERGENCY NOTICE AREA,Machine Pile,Slash,75
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,5,5,38.916,-120.509,"N 1/2 Section 2, T15N, R10E",US Forest Service,Pompeii Unit 717,Machine Pile,Slash,7.25
1/17/2018,Placer County APCD,Placer,Lake Tahoe,5,5,39.306,-120.044,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,T17NR17E24,Machine Pile,Slash,50
1/17/2018,Placer County APCD,Placer,Lake Tahoe,6,6,39.309,-120.057,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,T17NR17E23,Machine Pile,Slash,60
1/17/2018,Placer County APCD,Placer,Lake Tahoe,6,6,39.254,-120.028,"N 1/2 Section 2, T15N, R10E",US Forest Service,Griff 1002,Hand Pile,Slash,60
1/17/2018,Placer County APCD,Placer,Lake Tahoe,6,6,39.254,-120.028,"N 1/2 Section 2, T15N, R10E",US Forest Service,Griff 1002,Hand Pile,Slash,60
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,8,8,38.774,-119.991,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 12,Hand Pile,Slash,8
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,12,9,38.777,-120.294,"N 1/2 Section 2, T15N, R10E",US Forest Service,Roadrunner,Hand Pile,Natural,45
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,10,10,38.775,-119.991,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 14,Hand Pile,Slash,20
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,10,10,38.916,-120.509,"N 1/2 Section 2, T15N, R10E",US Forest Service,Pompeii Unit 685,Machine Pile,Slash,14.5
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,10,10,38.916,-120.509,"N 1/2 Section 2, T15N, R10E",US Forest Service,Pompeii Unit 714,Machine Pile,Slash,14.5
1/17/2018,Shasta County AQMD,Shasta,Sacramento Valley,10,10,41.109,-122.307,"N 1/2 Section 2, T15N, R10E",Sierra Pacific Industries,Hazard,Machine Pile,Slash,21
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,11,11,38.769,-119.975,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 19,Hand Pile,Slash,11
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,14,14,38.774,-119.987,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 15,Hand Pile,Slash,14
1/17/2018,El Dorado County AQMD,El Dorado,Mountain Counties,14,14,38.916,-120.509,"N 1/2 Section 2, T15N, R10E",US Forest Service,Pompeii Unit 683,Machine Pile,Slash,20.3
1/17/2018,El Dorado County AQMD,El Dorado,Lake Tahoe,16.5,16.5,38.767,-119.973,"N 1/2 Section 2, T15N, R10E",US Forest Service,Big Meadow 17,Hand Pile,Slash,33
