Ignition Date,Agency,Office,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Burned,Location
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,100,100,(35.196; -111.731)
12/14/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,7,0,(36.74405871885462; -112.25752575683595)
12/15/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,5,(34.4881936589664; -112.47531335449219)
12/16/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,4,(34.517406363516066; -112.55024354553223)
12/17/2018,National Park Service,,Flagstaff Monument,NPS1201(WACA)P,Flagstaff Monument Piles,10,10,(35.17584935422308; -111.51205731201173)
12/17/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,5,(34.522568803394236; -112.54878442382812)
12/18/2018,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT US60 Piles,US60 MP 117.1 Piles,1,1,(33.8878687312918; -112.664315032959)
12/18/2018,National Park Service,,Flagstaff Monument,NPS1201(WACA)P,Flagstaff Monument Piles,10,10,(35.17591951115014; -111.51282978820802)
12/18/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,10,(34.543023065994916; -112.56263234417326)
12/19/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,1,1,(35.194; -111.56591000000003)
12/19/2018,Department of Defense,,Ft Huachuca,XXH1706B,Fortwide RX,20,20,(31.597016523052904; -110.44004861450196)
12/19/2018,National Park Service,,Flagstaff Monument,NPS1201(WACA)P,Flagstaff Monument Piles,10,10,(35.1762001382531; -111.51240063476564)
12/19/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,10,(34.523; -112.54878442382812)
12/20/2018,Arizona Department of Transportation (ADOT),,Arizona (ADOT),ADOT1406P,Chino Valley Yard,1,1,(34.77124217721084; -112.45246908187869)
12/20/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,10,10,(36.706388100879714; -112.22039436658474)
12/21/2018,National Park Service,,Flagstaff Monument,NPS1201(WACA)P,Flagstaff Monument Piles,5,5,(35.17620013825321; -111.50536251831056)
12/28/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,100,50,(35.231; -112.22500000000002)
1/4/2019,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,50,0,(35.23231300604586; -112.219073135376)
1/4/2019,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,30,0,(35.17627722279853; -111.58298190307619)
