Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
2/13/2013,El Dorado County AQMD,El Dorado,Mountain Counties,5,3,38.771,-120.635,UNK,US Forest Service,Badger Hill,Hand Pile,Brush,15
2/13/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,3,3,37.561,-118.75,T11N R12E S27,US Forest Service,Crowley Communities Piles Unit 8,Hand Pile,Slash,UNK
2/13/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,2,2,38.951,-120.109,UNK,California State Parks,Emerald Bay / So. Bliss burn piles,Hand Pile,Slash,UNK
2/13/2013,Placer County APCD,Placer,Sacramento Valley,2,2,39.015,-121.136,UNK,Bella Wildfire & Forestry Services,HBRP 1,Hand Pile,Natural,UNK
2/13/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,2,1,36.869,-118.159,T11N R12E S27,County of Inyo,Lower Owens River Project,Hand Pile,UNK,5
2/13/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,5,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Machine Pile,UNK,150
2/14/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,3,3,37.561,-118.75,"T13N R17E S15, 21, 22, 28",US Forest Service,Crowley Communities Piles Unit 8,Hand Pile,Slash,UNK
2/14/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,2,2,38.951,-120.109,T 15 S. R 34 E. SEC. 35 AND 36,California State Parks,Emerald Bay / So. Bliss burn piles,Hand Pile,Slash,UNK
2/14/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,10,0,0,T 15 S. R 34 E. SEC. 35 AND 36,US Forest Service,Whitney Portal Project Piles,Hand Pile,UNK,UNK
2/18/2013,El Dorado County AQMD,El Dorado,Mountain Counties,6,5,38.735,-120.499,T9N R13E S27,Sierra Pacific Industries,Empirical West,Machine Pile,Slash,UNK
2/18/2013,Butte County AQMD,Butte,Sacramento Valley,15,15,39.962,-121.652,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
2/19/2013,El Dorado County AQMD,El Dorado,Mountain Counties,5,4,38.658,-120.528,T9N R13E S27,Sierra Pacific Industries,AKLAK,Machine Pile,Slash,UNK
2/19/2013,El Dorado County AQMD,El Dorado,Mountain Counties,65,19,38.963,-120.758,T9N R13E S27,Sierra Pacific Industries,COOL,Machine Pile,Slash,UNK
2/19/2013,Placer County APCD,Placer,Mountain Counties,2,2,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
2/19/2013,Placer County APCD,Placer,Sacramento Valley,1,1,38.857,-121.069,T9N R13E S27,Cal Fire,Unit A,Hand Pile,Brush,UNK
2/20/2013,Placer County APCD,Placer,Mountain Counties,1,1,39.066,-120.971,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
2/20/2013,Placer County APCD,Placer,Mountain Counties,2,2,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
2/20/2013,Placer County APCD,Placer,Sacramento Valley,1,1,38.853,-121.068,UNK,Cal Fire,Unit B,Hand Pile,Brush,UNK
2/20/2013,Placer County APCD,Placer,Lake Tahoe,7,2,39.22,-120.092,T9N R13E S27,Cal Fire,Vedanta Society,Hand Pile,Slash,UNK
2/21/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,3,3,37.561,-118.75,UNK,US Forest Service,Crowley Communities Piles Unit 8,Hand Pile,Slash,UNK
2/26/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,2,1,38.989,-120.1,T4 South R29 East S34 & 35,California State Parks,DL Bliss State Park burn piles,Hand Pile,Slash,UNK
2/26/2013,Placer County APCD,Placer,Sacramento Valley,5,5,39.015,-121.136,T4 South R29 East S34 & 35,Bella Wildfire & Forestry Services,HBRP 1,Hand Pile,Natural,UNK
2/26/2013,Northern Sierra AQMD,Plumas,Mountain Counties,15,3,40.167,-120.967,T4 South R29 East S34 & 35,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
2/27/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,2,1,38.989,-120.1,UNK,California State Parks,DL Bliss State Park burn piles,Hand Pile,Slash,UNK
2/27/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,2,2,36.869,-118.159,T13N R17E S9,County of Inyo,Lower Owens River Project,Hand Pile,UNK,UNK
2/27/2013,Northern Sierra AQMD,Plumas,Mountain Counties,80,56,39.952,-121.009,T4 South R29 East S34 & 35,US Forest Service,Unit 1,Broadcast,Natural,336
2/28/2013,El Dorado County AQMD,El Dorado,Mountain Counties,15,4,38.606,-120.512,T13N R17E S9,Leoni Meadows Camp,Leoni Meadows Understory Burn,Broadcast,Natural,UNK
2/28/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,2,2,36.869,-118.159,T13N R17E S9,County of Inyo,Lower Owens River Project,Hand Pile,UNK,UNK
3/1/2013,Placer County APCD,Placer,Sacramento Valley,3,1,39.015,-121.136,T13N R17E S9,Bella Wildfire & Forestry Services,HBRP 1,Hand Pile,Natural,UNK
3/1/2013,Northern Sierra AQMD,Plumas,Mountain Counties,50,70,39.952,-121.009,T13N R17E S9,US Forest Service,Unit 1,Broadcast,Natural,420
3/4/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,2,2,36.869,-118.159,T16N R17E S28,County of Inyo,Lower Owens River Project,UNK,UNK,UNK
3/4/2013,Placer County APCD,Placer,Lake Tahoe,0.5,0.5,39.207,-120.097,T14n R7e S36,California State Parks,Placer Co. Urban,Hand Pile,Slash,UNK
3/5/2013,Placer County APCD,Placer,Sacramento Valley,2,1,39.015,-121.136,T16N R17E S28,Bella Wildfire & Forestry Services,HBRP 1,Hand Pile,Natural,UNK
3/5/2013,Northern Sierra AQMD,Plumas,Mountain Counties,5,2,40.167,-120.967,T14n R7e S36,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
3/5/2013,Placer County APCD,Placer,Lake Tahoe,0.5,0.5,39.207,-120.097,T16N R17E S28,California State Parks,Placer Co. Urban,Hand Pile,Slash,UNK
3/5/2013,Butte County AQMD,Butte,Sacramento Valley,1,1,39.952,-121.648,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/5/2013,Butte County AQMD,Butte,Sacramento Valley,1,1,39.941,-121.642,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/5/2013,Butte County AQMD,Butte,Sacramento Valley,1,1,39.977,-121.636,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/5/2013,Butte County AQMD,Butte,Sacramento Valley,1,1,39.984,-121.639,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/5/2013,Placer County APCD,Placer,Mountain Counties,1,1,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
3/6/2013,Northern Sierra AQMD,Plumas,Mountain Counties,5,2,40.167,-120.967,UNK,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
3/6/2013,Placer County APCD,Placer,Mountain Counties,1.5,1.5,39.065,-120.972,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/6/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,9,5,38.922,-119.958,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/6/2013,Placer County APCD,Placer,Mountain Counties,2,2,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
3/7/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,2,2,36.869,-118.159,"T27N R09N S27, 28, 34",County of Inyo,Lower Owens River Project,UNK,UNK,UNK
3/7/2013,Placer County APCD,Placer,Mountain Counties,2,1,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
3/11/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,UNK,US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/11/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,5,3,38.864,-120.003,"T27N R09N S27, 28, 34",California State Parks,Meyers 5-4,Hand Pile,Slash,UNK
3/11/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,UNK,108,36.931,-118.185,T12S R35 S6,US Forest Service,Telegraph Rx Burn,UNK,UNK,UNK
3/11/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,UNK,15,36.862,-118.224,T12S $34E S35,US Forest Service,Thibaux Burn - Lacey,Hand Pile,UNK,UNK
3/18/2013,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.658,-120.528,T12S R35 S6,Sierra Pacific Industries,AKLAK,Machine Pile,Slash,UNK
3/18/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,UNK,US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/18/2013,Placer County APCD,Placer,Sacramento Valley,1,1,39.015,-121.136,UNK,Bella Wildfire & Forestry Services,HBRP 1,Hand Pile,Natural,UNK
3/18/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,2,2,36.869,-118.159,T4 South R30 East S28 & 29,County of Inyo,Lower Owens River Project,UNK,UNK,UNK
3/18/2013,El Dorado County AQMD,El Dorado,Mountain Counties,91,50,38.821,-120.381,T12S R35 S6,Sierra Pacific Industries,QUIVER,Machine Pile,Slash,UNK
3/18/2013,Northern Sierra AQMD,Plumas,Mountain Counties,75,20,40.01,-120.879,UNK,US Forest Service,Refuge Broadcast Burn,Broadcast,Natural,200
3/18/2013,Feather River AQMD,Yuba,Sacramento Valley,87,87,39.472,-121.233,UNK,US Forest Service,Slapjack,Broadcast,Natural,2250.69
3/18/2013,Butte County AQMD,Butte,Sacramento Valley,17.462,17.462,39.94,-121.526,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/18/2013,Butte County AQMD,Butte,Sacramento Valley,21,21,39.926,-121.53,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/18/2013,Great Basin Unified APCD,Alpine,Great Basin Valleys,3,2,0,0,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/18/2013,Placer County APCD,Placer,Mountain Counties,94,80,39.149,-120.753,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/18/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,82,83,36.931,-118.185,T12S R35 S6,US Forest Service,Telegraph Rx Burn,UNK,UNK,UNK
3/18/2013,Great Basin Unified APCD,Inyo,Great Basin Valleys,69,69,36.862,-118.224,T12S $34E S35,US Forest Service,Thibaux Burn - Lacey,Broadcast,UNK,UNK
3/19/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,UNK,US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/19/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,UNK,US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/19/2013,Placer County APCD,Placer,Mountain Counties,1,0.5,39.065,-120.972,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/19/2013,Northern Sierra AQMD,Plumas,Mountain Counties,50,30,40.01,-120.879,UNK,US Forest Service,Refuge Broadcast Burn,Broadcast,Natural,300
3/19/2013,Feather River AQMD,Yuba,Sacramento Valley,50,35,39.472,-121.233,UNK,US Forest Service,Slapjack,Broadcast,Natural,905.45
3/19/2013,Butte County AQMD,Butte,Sacramento Valley,21,21,39.926,-121.53,UNK,Sierra Pacific Industries,SMP not found,UNK,UNK,UNK
3/19/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,1,1,38.911,-119.953,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/19/2013,Glenn County APCD,Glenn,Sacramento Valley,5,5,39.686,-122.709,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/19/2013,Great Basin Unified APCD,Alpine,Great Basin Valleys,2,2,38.769,-119.942,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/20/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,4,4,38.864,-120.003,UNK,California State Parks,Meyers 5-4,Hand Pile,Slash,UNK
3/20/2013,Placer County APCD,Placer,Mountain Counties,3,3,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
3/21/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,UNK,US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/21/2013,El Dorado County AQMD,El Dorado,Mountain Counties,15,1,38.918,-120.756,UNK,Northstar Fire Department,Mace Mill Pile,Hand Pile,Brush,UNK
3/21/2013,Northern Sierra AQMD,Plumas,Mountain Counties,10,6,40.167,-120.967,UNK,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
3/21/2013,Placer County APCD,Placer,Mountain Counties,1.5,0.5,39.065,-120.972,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/22/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,"T27N R09N S27, 28, 34",US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/22/2013,Placer County APCD,Placer,Mountain Counties,0.5,0.5,39.065,-120.972,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/25/2013,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.573,-118.679,UNK,US Forest Service,Crowley Communties Piles Unit 12,Hand Pile,Slash,UNK
3/25/2013,Placer County APCD,Placer,Mountain Counties,0.75,0.5,39.066,-120.971,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/25/2013,Northern Sierra AQMD,Plumas,Mountain Counties,50,25,40.01,-120.879,UNK,US Forest Service,Refuge Broadcast Burn,Broadcast,Natural,250
3/25/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,3,1,38.911,-119.953,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/26/2013,Placer County APCD,Placer,Sacramento Valley,1,1,39.015,-121.136,UNK,Bella Wildfire & Forestry Services,HBRP 1,Hand Pile,Natural,UNK
3/26/2013,Northern Sierra AQMD,Plumas,Mountain Counties,15,6,40.167,-120.967,UNK,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
3/26/2013,Placer County APCD,Placer,Mountain Counties,0.5,0.5,39.066,-120.971,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/26/2013,Placer County APCD,Placer,Mountain Counties,3,3,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
3/27/2013,Great Basin Unified APCD,Inyo,Unknown,2,2,36.869,-118.159,T16N R17E S21,County of Inyo,Lower Owens River Project,UNK,UNK,UNK
3/27/2013,Placer County APCD,Placer,Mountain Counties,0.15,0.15,39.065,-120.972,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/27/2013,Placer County APCD,Placer,Mountain Counties,0.5,0.5,39.066,-120.971,UNK,Cal Fire,Mt Howell Burn,UNK,UNK,UNK
3/27/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,25,25,39.062,-120.143,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/27/2013,Placer County APCD,Placer,Mountain Counties,3,3,39.28,-120.121,UNK,Northstar Fire Department,SMP not found,UNK,UNK,UNK
3/27/2013,Placer County APCD,Placer,Mountain Counties,47,47,39.153,-120.736,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
3/27/2013,Placer County APCD,Placer,Lake Tahoe,2,2,39.22,-120.092,UNK,Cal Fire,Vedanta Society,Hand Pile,Slash,UNK
3/28/2013,El Dorado County AQMD,El Dorado,Mountain Counties,5,5,38.734,-120.517,UNK,Sierra Pacific Industries,EMPIRICAL WEST BROADCAST,Broadcast,Natural,UNK
3/28/2013,Northern Sierra AQMD,Plumas,Mountain Counties,10,6,40.167,-120.967,UNK,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
3/29/2013,Northern Sierra AQMD,Plumas,Mountain Counties,50,40,40.01,-120.879,UNK,US Forest Service,Refuge Broadcast Burn,Broadcast,Natural,400
4/1/2013,Northern Sierra AQMD,Plumas,Mountain Counties,15,9,40.167,-120.967,UNK,US Forest Service,Maidu Stewardship,Hand Pile,Mixed Conifer,UNK
4/1/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,3,2,38.911,-119.953,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
4/1/2013,El Dorado County AQMD,El Dorado,Lake Tahoe,6,6,38.894,-120.029,UNK,US Forest Service,SMP not found,UNK,UNK,UNK
